,time,_V0_,| V0 |,season,week_day
9234,6,240.0,3.5,8,3
9237,7,250.0,1.8,8,3
9240,8,280.0,0.6,8,3
9243,9,320.0,0.6,8,3
9246,10,320.0,1.4,8,3
9249,11,310.0,0.8,8,3
9252,12,340.0,6.1,8,3
9255,13,340.0,4.2,8,3
9258,14,350.0,3.3,8,3
9261,15,350.0,3.8,8,3
9264,16,10.0,3.0,8,3
9267,17,350.0,2.4,8,3
9270,18,50.0,2.9,8,3
9273,19,50.0,3.9,8,3
9276,20,40.0,5.6,8,3
9279,21,40.0,5.1,8,3
9282,22,50.0,3.2,8,3
9285,23,50.0,5.4,8,3
9288,0,50.0,5.6,9,6
9291,1,50.0,5.3,9,6
9294,2,40.0,3.9,9,6
9297,3,40.0,4.6,9,6
9300,4,40.0,3.6,9,6
9303,5,40.0,6.6,9,6
9306,6,50.0,7.0,9,6
9309,7,40.0,3.9,9,6
9312,8,20.0,6.1,9,6
9315,9,30.0,4.3,9,6
9318,10,20.0,3.6,9,6
9321,11,30.0,6.3,9,6
9324,12,40.0,4.0,9,6
9327,13,30.0,3.9,9,6
9330,14,30.0,5.7,9,6
9333,15,40.0,3.5,9,6
9336,16,50.0,5.1,9,6
9339,17,50.0,5.8,9,6
9342,18,40.0,4.5,9,6
9345,19,50.0,3.0,9,6
9348,20,50.0,2.2,9,6
9351,21,40.0,4.8,9,6
9354,22,40.0,4.1,9,6
9357,23,50.0,5.8,9,6
9360,0,30.0,6.6,10,1
9363,1,30.0,5.5,10,1
9366,2,0.0,6.4,10,1
9369,3,30.0,7.4,10,1
9372,4,350.0,7.0,10,1
9375,5,10.0,7.1,10,1
9378,6,350.0,8.5,10,1
9381,7,350.0,8.6,10,1
9384,8,10.0,7.0,10,1
9387,9,10.0,7.3,10,1
9390,10,360.0,6.9,10,1
9393,11,30.0,13.9,10,1
9396,12,20.0,8.3,10,1
9399,13,20.0,9.1,10,1
9402,14,340.0,8.1,10,1
9405,15,350.0,8.4,10,1
9408,16,340.0,9.0,10,1
9411,17,350.0,7.4,10,1
9414,18,360.0,6.2,10,1
9417,19,20.0,8.4,10,1
9420,20,30.0,10.2,10,1
9423,21,30.0,11.8,10,1
9426,22,30.0,6.8,10,1
9429,23,30.0,6.6,10,1
9432,0,0.0,5.4,11,4
9435,1,20.0,5.4,11,4
9438,2,30.0,5.6,11,4
9441,3,0.0,5.1,11,4
9444,4,360.0,4.2,11,4
9447,5,30.0,3.5,11,4
9450,6,350.0,3.4,11,4
9453,7,340.0,5.5,11,4
9456,8,340.0,3.6,11,4
9459,9,340.0,2.9,11,4
9462,10,300.0,4.3,11,4
9465,11,320.0,2.1,11,4
9468,12,310.0,3.2,11,4
9471,13,270.0,5.2,11,4
9474,14,230.0,2.9,11,4
9477,15,240.0,2.4,11,4
9480,16,220.0,5.0,11,4
9483,17,240.0,2.3,11,4
9486,18,230.0,3.0,11,4
9489,19,220.0,3.4,11,4
9492,20,220.0,5.5,11,4
9495,21,210.0,8.1,11,4
9498,22,210.0,10.1,11,4
9501,23,210.0,6.1,11,4
9504,0,210.0,12.2,12,6
9507,1,210.0,10.7,12,6
9510,2,210.0,10.7,12,6
9513,3,210.0,11.8,12,6
9516,4,210.0,13.3,12,6
9519,5,200.0,12.8,12,6
9522,6,200.0,13.0,12,6
9525,7,190.0,5.9,12,6
9528,8,180.0,10.0,12,6
9531,9,180.0,5.1,12,6
9534,10,180.0,9.2,12,6
9537,11,180.0,5.3,12,6
9540,12,190.0,10.1,12,6
9543,13,200.0,5.3,12,6
9546,14,180.0,11.3,12,6
9549,15,180.0,5.4,12,6
9552,16,190.0,7.3,12,6
9555,17,200.0,9.5,12,6
9558,18,220.0,10.4,12,6
9561,19,210.0,10.1,12,6
9564,20,200.0,9.5,12,6
9567,21,210.0,10.4,12,6
9570,22,210.0,6.8,12,6
9573,23,210.0,5.6,12,6
9576,0,290.0,11.4,5,3
9579,1,290.0,12.5,5,3
9582,2,280.0,12.3,5,3
9585,3,290.0,10.8,5,3
9588,4,300.0,14.1,5,3
9591,5,300.0,13.5,5,3
9594,6,310.0,12.8,5,3
9597,7,290.0,12.1,5,3
9600,8,300.0,10.9,5,3
9603,9,310.0,11.7,5,3
9606,10,310.0,11.0,5,3
9609,11,310.0,11.3,5,3
9612,12,310.0,8.7,5,3
9615,13,300.0,9.2,5,3
9618,14,300.0,10.8,5,3
9621,15,290.0,11.4,5,3
9624,16,300.0,9.2,5,3
9627,17,300.0,8.5,5,3
9630,18,290.0,5.2,5,3
9633,19,280.0,6.7,5,3
9636,20,280.0,5.9,5,3
9639,21,280.0,7.1,5,3
9642,22,270.0,6.2,5,3
9645,23,240.0,6.9,5,3
9648,0,240.0,8.5,5,4
9651,1,250.0,4.9,5,4
9654,2,240.0,7.6,5,4
9657,3,230.0,5.3,5,4
9660,4,240.0,6.6,5,4
9663,5,220.0,7.4,5,4
9666,6,220.0,7.4,5,4
9669,7,220.0,7.5,5,4
9672,8,220.0,5.4,5,4
9675,9,210.0,8.1,5,4
9678,10,210.0,7.1,5,4
9681,11,200.0,9.9,5,4
9684,12,210.0,7.7,5,4
9687,13,230.0,6.2,5,4
9690,14,220.0,8.1,5,4
9693,15,220.0,6.6,5,4
9696,16,220.0,6.8,5,4
9699,17,220.0,6.0,5,4
9702,18,230.0,4.6,5,4
9705,19,230.0,1.7,5,4
9708,20,210.0,1.3,5,4
9711,21,250.0,1.1,5,4
9714,22,100.0,2.7,5,4
9717,23,180.0,1.0,5,4
9720,0,140.0,0.7,5,5
9723,1,300.0,1.3,5,5
9726,2,270.0,1.0,5,5
9729,3,300.0,3.9,5,5
9732,4,300.0,2.5,5,5
9735,5,290.0,4.9,5,5
9738,6,310.0,1.5,5,5
9741,7,320.0,1.9,5,5
9744,8,330.0,3.4,5,5
9747,9,350.0,3.8,5,5
9750,10,350.0,4.7,5,5
9753,11,330.0,4.2,5,5
9756,12,320.0,4.6,5,5
9759,13,320.0,4.5,5,5
9762,14,310.0,8.7,5,5
9765,15,310.0,7.7,5,5
9768,16,320.0,3.7,5,5
9771,17,320.0,5.5,5,5
9774,18,300.0,9.4,5,5
9777,19,300.0,7.0,5,5
9780,20,300.0,3.6,5,5
9783,21,300.0,6.8,5,5
9786,22,300.0,2.2,5,5
9789,23,290.0,1.6,5,5
9792,0,240.0,1.3,5,6
9795,1,230.0,3.3,5,6
9798,2,250.0,3.8,5,6
9801,3,260.0,2.2,5,6
9804,4,260.0,4.5,5,6
9807,5,290.0,9.4,5,6
9810,6,290.0,4.1,5,6
9813,7,290.0,3.8,5,6
9816,8,310.0,1.6,5,6
9819,9,250.0,2.6,5,6
9822,10,250.0,2.8,5,6
9825,11,250.0,3.1,5,6
9828,12,250.0,3.7,5,6
9831,13,250.0,3.6,5,6
9834,14,230.0,2.3,5,6
9837,15,240.0,6.6,5,6
9840,16,260.0,3.4,5,6
9843,17,260.0,3.4,5,6
9846,18,260.0,1.9,5,6
9849,19,290.0,3.5,5,6
9852,20,240.0,3.1,5,6
9855,21,250.0,3.6,5,6
9858,22,240.0,2.8,5,6
9861,23,240.0,4.4,5,6
9864,0,240.0,6.1,5,7
9867,1,260.0,3.5,5,7
9870,2,260.0,1.7,5,7
9873,3,250.0,2.3,5,7
9876,4,250.0,4.8,5,7
9879,5,250.0,5.3,5,7
9882,6,240.0,4.9,5,7
9885,7,250.0,4.0,5,7
9888,8,230.0,4.3,5,7
9891,9,230.0,3.9,5,7
9894,10,240.0,5.7,5,7
9897,11,250.0,5.9,5,7
9900,12,250.0,6.1,5,7
9903,13,250.0,2.7,5,7
9906,14,250.0,6.1,5,7
9909,15,260.0,8.1,5,7
9912,16,270.0,4.0,5,7
9915,17,250.0,2.9,5,7
9918,18,250.0,5.2,5,7
9921,19,270.0,5.8,5,7
9924,20,260.0,2.3,5,7
9927,21,290.0,2.5,5,7
9930,22,240.0,1.4,5,7
9933,23,220.0,4.1,5,7
9936,0,240.0,6.8,5,1
9939,1,240.0,6.0,5,1
9942,2,240.0,7.1,5,1
9945,3,240.0,2.8,5,1
9948,4,240.0,5.1,5,1
9951,5,240.0,4.5,5,1
9954,6,240.0,3.3,5,1
9957,7,250.0,2.8,5,1
9960,8,250.0,3.1,5,1
9963,9,250.0,2.9,5,1
9966,10,240.0,2.8,5,1
9969,11,250.0,3.5,5,1
9972,12,230.0,3.9,5,1
9975,13,210.0,3.8,5,1
9978,14,210.0,6.0,5,1
9981,15,290.0,5.3,5,1
9984,16,300.0,4.4,5,1
9987,17,310.0,7.0,5,1
9990,18,300.0,6.8,5,1
9993,19,310.0,6.8,5,1
9996,20,310.0,5.4,5,1
9999,21,300.0,10.4,5,1
10002,22,290.0,6.1,5,1
10005,23,300.0,7.0,5,1
10008,0,300.0,6.8,5,2
10011,1,300.0,6.2,5,2
10014,2,300.0,4.9,5,2
10017,3,290.0,3.7,5,2
10020,4,300.0,4.5,5,2
10023,5,300.0,6.1,5,2
10026,6,300.0,5.0,5,2
10029,7,300.0,3.1,5,2
10032,8,300.0,2.9,5,2
10035,9,320.0,7.9,5,2
10038,10,300.0,6.6,5,2
10041,11,310.0,7.4,5,2
10044,12,310.0,7.3,5,2
10047,13,300.0,7.8,5,2
10050,14,290.0,6.1,5,2
10053,15,300.0,6.7,5,2
10056,16,290.0,6.4,5,2
10059,17,300.0,10.4,5,2
10062,18,310.0,6.4,5,2
10065,19,310.0,2.3,5,2
10068,20,300.0,2.2,5,2
10071,21,310.0,1.7,5,2
10074,22,290.0,2.7,5,2
10077,23,310.0,3.0,5,2
10080,0,310.0,2.5,5,3
10083,1,310.0,2.7,5,3
10086,2,310.0,2.7,5,3
10089,3,320.0,3.9,5,3
10092,4,330.0,4.4,5,3
10095,5,330.0,3.7,5,3
10098,6,340.0,3.0,5,3
10101,7,350.0,2.3,5,3
10104,8,310.0,1.5,5,3
10107,9,320.0,2.5,5,3
10110,10,300.0,4.2,5,3
10113,11,300.0,3.6,5,3
10116,12,310.0,4.0,5,3
10119,13,320.0,2.9,5,3
10122,14,250.0,1.2,5,3
10125,15,240.0,5.0,5,3
10128,16,310.0,3.9,5,3
10131,17,350.0,5.0,5,3
10134,18,30.0,4.6,5,3
10137,19,280.0,4.4,5,3
10140,20,330.0,2.7,5,3
10143,21,10.0,1.2,5,3
10146,22,160.0,0.0,5,3
10149,23,270.0,0.0,5,3
10152,0,270.0,0.3,5,4
10155,1,310.0,2.3,5,4
10158,2,310.0,1.8,5,4
10161,3,300.0,1.9,5,4
10164,4,310.0,1.8,5,4
10167,5,320.0,3.0,5,4
10170,6,330.0,4.0,5,4
10173,7,10.0,4.0,5,4
10176,8,30.0,4.8,5,4
10179,9,350.0,4.7,5,4
10182,10,340.0,3.6,5,4
10185,11,350.0,4.4,5,4
10188,12,340.0,5.2,5,4
10191,13,350.0,5.2,5,4
10194,14,340.0,4.4,5,4
10197,15,340.0,5.7,5,4
10200,16,350.0,5.0,5,4
10203,17,350.0,4.6,5,4
10206,18,340.0,4.8,5,4
10209,19,340.0,3.9,5,4
10212,20,330.0,5.0,5,4
10215,21,320.0,10.6,5,4
10218,22,300.0,7.6,5,4
10221,23,290.0,7.8,5,4
10224,0,290.0,4.1,5,5
10227,1,290.0,7.3,5,5
10230,2,300.0,11.3,5,5
10233,3,310.0,8.5,5,5
10236,4,330.0,8.2,5,5
10239,5,330.0,4.2,5,5
10242,6,340.0,5.8,5,5
10245,7,330.0,4.4,5,5
10248,8,320.0,2.6,5,5
10251,9,320.0,4.7,5,5
10254,10,320.0,3.9,5,5
10257,11,330.0,4.1,5,5
10260,12,360.0,3.7,5,5
10263,13,350.0,4.3,5,5
10266,14,350.0,4.6,5,5
10269,15,0.0,2.6,5,5
10272,16,40.0,5.2,5,5
10275,17,30.0,7.3,5,5
10278,18,30.0,4.1,5,5
10281,19,0.0,3.6,5,5
10284,20,30.0,6.4,5,5
10287,21,20.0,5.2,5,5
10290,22,20.0,5.8,5,5
10293,23,30.0,4.1,5,5
10296,0,30.0,5.9,5,6
10299,1,30.0,4.8,5,6
10302,2,30.0,4.7,5,6
10305,3,30.0,3.1,5,6
10308,4,40.0,2.7,5,6
10311,5,50.0,3.0,5,6
10314,6,70.0,2.6,5,6
10317,7,60.0,2.3,5,6
10320,8,60.0,2.8,5,6
10323,9,60.0,1.7,5,6
10326,10,20.0,1.0,5,6
10329,11,50.0,1.8,5,6
10332,12,0.0,2.1,5,6
10335,13,60.0,2.9,5,6
10338,14,340.0,1.1,5,6
10341,15,40.0,2.5,5,6
10344,16,30.0,4.4,5,6
10347,17,30.0,3.4,5,6
10350,18,40.0,1.4,5,6
10353,19,30.0,3.9,5,6
10356,20,30.0,6.1,5,6
10359,21,50.0,2.1,5,6
10362,22,40.0,2.5,5,6
10365,23,60.0,5.1,5,6
10368,0,40.0,4.3,5,7
10371,1,50.0,3.6,5,7
10374,2,60.0,3.6,5,7
10377,3,50.0,2.0,5,7
10380,4,70.0,3.9,5,7
10383,5,50.0,3.6,5,7
10386,6,40.0,3.1,5,7
10389,7,350.0,1.1,5,7
10392,8,330.0,1.9,5,7
10395,9,330.0,1.0,5,7
10398,10,330.0,1.2,5,7
10401,11,330.0,1.9,5,7
10404,12,310.0,1.4,5,7
10407,13,300.0,2.4,5,7
10410,14,310.0,1.9,5,7
10413,15,300.0,1.5,5,7
10416,16,300.0,1.7,5,7
10419,17,290.0,2.3,5,7
10422,18,340.0,2.4,5,7
10425,19,310.0,1.8,5,7
10428,20,300.0,2.8,5,7
10431,21,310.0,2.3,5,7
10434,22,320.0,1.4,5,7
10437,23,280.0,0.7,5,7
10440,0,20.0,0.7,5,1
10443,1,180.0,0.9,5,1
10446,2,180.0,1.7,5,1
10449,3,230.0,2.0,5,1
10452,4,240.0,2.6,5,1
10455,5,250.0,2.7,5,1
10458,6,240.0,3.4,5,1
10461,7,240.0,3.1,5,1
10464,8,250.0,0.9,5,1
10467,9,250.0,1.1,5,1
10470,10,240.0,1.0,5,1
10473,11,240.0,1.4,5,1
10476,12,210.0,4.1,5,1
10479,13,260.0,2.8,5,1
10482,14,200.0,2.7,5,1
10485,15,230.0,4.8,5,1
10488,16,220.0,4.3,5,1
10491,17,290.0,3.1,5,1
10494,18,350.0,0.5,5,1
10497,19,40.0,0.0,5,1
10500,20,50.0,0.0,5,1
10503,21,140.0,0.9,5,1
10506,22,70.0,2.5,5,1
10509,23,70.0,1.9,5,1
10512,0,100.0,2.6,5,2
10515,1,110.0,3.3,5,2
10518,2,110.0,2.6,5,2
10521,3,100.0,1.2,5,2
10524,4,100.0,1.0,5,2
10527,5,90.0,1.7,5,2
10530,6,80.0,2.5,5,2
10533,7,80.0,4.2,5,2
10536,8,80.0,4.9,5,2
10539,9,80.0,3.2,5,2
10542,10,100.0,2.8,5,2
10545,11,140.0,2.0,5,2
10548,12,120.0,2.2,5,2
10551,13,160.0,1.6,5,2
10554,14,170.0,2.1,5,2
10557,15,150.0,1.5,5,2
10560,16,90.0,2.4,5,2
10563,17,70.0,3.2,5,2
10566,18,100.0,5.1,5,2
10569,19,70.0,4.2,5,2
10572,20,80.0,4.3,5,2
10575,21,80.0,4.1,5,2
10578,22,140.0,7.7,5,2
10581,23,170.0,5.5,5,2
10584,0,180.0,3.6,5,3
10587,1,180.0,3.0,5,3
10590,2,180.0,0.7,5,3
10593,3,180.0,1.2,5,3
10596,4,210.0,1.0,5,3
10599,5,330.0,0.6,5,3
10602,6,70.0,0.0,5,3
10605,7,230.0,1.2,5,3
10608,8,240.0,1.4,5,3
10611,9,260.0,0.2,5,3
10614,10,290.0,0.0,5,3
10617,11,180.0,0.0,5,3
10620,12,200.0,0.7,5,3
10623,13,260.0,0.8,5,3
10626,14,300.0,0.0,5,3
10629,15,310.0,1.1,5,3
10632,16,80.0,1.2,5,3
10635,17,60.0,0.9,5,3
10638,18,180.0,1.6,5,3
10641,19,200.0,1.2,5,3
10644,20,200.0,3.7,5,3
10647,21,200.0,4.6,5,3
10650,22,210.0,2.7,5,3
10653,23,220.0,3.0,5,3
10656,0,230.0,0.4,5,4
10659,1,250.0,2.1,5,4
10662,2,260.0,2.5,5,4
10665,3,260.0,2.5,5,4
10668,4,260.0,2.2,5,4
10671,5,260.0,2.4,5,4
10674,6,250.0,1.9,5,4
10677,7,230.0,2.0,5,4
10680,8,200.0,2.1,5,4
10683,9,200.0,2.2,5,4
10686,10,190.0,2.3,5,4
10689,11,230.0,3.3,5,4
10692,12,190.0,2.2,5,4
10695,13,210.0,4.6,5,4
10698,14,190.0,6.1,5,4
10701,15,190.0,4.9,5,4
10704,16,210.0,1.5,5,4
10707,17,210.0,1.8,5,4
10710,18,190.0,2.0,5,4
10713,19,190.0,4.2,5,4
10716,20,180.0,6.3,5,4
10719,21,200.0,5.1,5,4
10722,22,200.0,3.6,5,4
10725,23,180.0,2.8,5,4
10728,0,210.0,2.6,5,5
10731,1,200.0,2.7,5,5
10734,2,160.0,2.0,5,5
10737,3,130.0,3.2,5,5
10740,4,100.0,5.6,5,5
10743,5,100.0,4.9,5,5
10746,6,100.0,9.6,5,5
10749,7,60.0,3.5,5,5
10752,8,40.0,8.0,5,5
10755,9,60.0,8.9,5,5
10758,10,80.0,8.2,5,5
10761,11,100.0,5.7,5,5
10764,12,100.0,3.5,5,5
10767,13,100.0,3.1,5,5
10770,14,110.0,2.8,5,5
10773,15,110.0,5.2,5,5
10776,16,130.0,3.9,5,5
10779,17,110.0,5.2,5,5
10782,18,100.0,5.1,5,5
10785,19,90.0,2.7,5,5
10788,20,80.0,5.6,5,5
10791,21,80.0,6.3,5,5
10794,22,50.0,4.0,5,5
10797,23,340.0,1.7,5,5
10800,0,40.0,3.8,5,6
10803,1,60.0,3.4,5,6
10806,2,50.0,4.1,5,6
10809,3,60.0,10.3,5,6
10812,4,60.0,8.1,5,6
10815,5,70.0,8.7,5,6
10818,6,70.0,9.2,5,6
10821,7,70.0,7.5,5,6
10824,8,70.0,6.2,5,6
10827,9,70.0,6.7,5,6
10830,10,60.0,5.2,5,6
10833,11,60.0,4.8,5,6
10836,12,60.0,7.2,5,6
10839,13,60.0,5.0,5,6
10842,14,50.0,5.9,5,6
10845,15,50.0,8.9,5,6
10848,16,60.0,9.3,5,6
10851,17,50.0,7.5,5,6
10854,18,50.0,8.2,5,6
10857,19,50.0,8.3,5,6
10860,20,50.0,8.7,5,6
10863,21,50.0,11.6,5,6
10866,22,50.0,9.4,5,6
10869,23,70.0,8.7,5,6
10872,0,70.0,8.3,5,7
10875,1,60.0,12.0,5,7
10878,2,50.0,12.5,5,7
10881,3,50.0,12.2,5,7
10884,4,50.0,9.5,5,7
10887,5,50.0,12.7,5,7
10890,6,60.0,14.2,5,7
10893,7,50.0,14.0,5,7
10896,8,50.0,10.3,5,7
10899,9,60.0,10.6,5,7
10902,10,50.0,7.9,5,7
10905,11,40.0,7.1,5,7
10908,12,40.0,7.7,5,7
10911,13,50.0,7.7,5,7
10914,14,60.0,13.1,5,7
10917,15,60.0,11.5,5,7
10920,16,30.0,7.4,5,7
10923,17,30.0,6.7,5,7
10926,18,30.0,10.8,5,7
10929,19,40.0,7.3,5,7
10932,20,40.0,7.5,5,7
10935,21,40.0,6.8,5,7
10938,22,30.0,10.5,5,7
10941,23,30.0,10.1,5,7
10944,0,30.0,9.7,1,1
10947,1,40.0,8.3,1,1
10950,2,40.0,5.5,1,1
10953,3,40.0,5.5,1,1
10956,4,40.0,6.7,1,1
10959,5,60.0,11.7,1,1
10962,6,50.0,9.5,1,1
10965,7,60.0,8.2,1,1
10968,8,60.0,8.7,1,1
10971,9,60.0,12.0,1,1
10974,10,70.0,8.4,1,1
10977,11,70.0,8.5,1,1
10980,12,70.0,9.4,1,1
10983,13,80.0,9.2,1,1
10986,14,70.0,8.7,1,1
10989,15,80.0,11.4,1,1
10992,16,80.0,8.5,1,1
10995,17,80.0,7.5,1,1
10998,18,80.0,9.4,1,1
11001,19,80.0,8.2,1,1
11004,20,80.0,9.2,1,1
11007,21,80.0,10.5,1,1
11010,22,80.0,13.1,1,1
11013,23,80.0,10.8,1,1
11016,0,80.0,10.8,2,4
11019,1,70.0,10.6,2,4
11022,2,70.0,9.6,2,4
11025,3,70.0,10.4,2,4
11028,4,80.0,10.1,2,4
11031,5,80.0,11.1,2,4
11034,6,80.0,9.2,2,4
11037,7,80.0,10.1,2,4
11040,8,80.0,12.0,2,4
11043,9,80.0,10.4,2,4
11046,10,80.0,12.2,2,4
11049,11,80.0,11.9,2,4
11052,12,80.0,11.9,2,4
11055,13,80.0,10.8,2,4
11058,14,80.0,11.2,2,4
11061,15,80.0,9.7,2,4
11064,16,90.0,10.2,2,4
11067,17,90.0,10.6,2,4
11070,18,90.0,9.3,2,4
11073,19,80.0,9.6,2,4
11076,20,90.0,9.6,2,4
11079,21,90.0,9.3,2,4
11082,22,90.0,9.4,2,4
11085,23,90.0,7.6,2,4
11088,0,90.0,6.8,3,5
11091,1,80.0,7.0,3,5
11094,2,90.0,7.3,3,5
11097,3,90.0,8.5,3,5
11100,4,90.0,8.3,3,5
11103,5,90.0,8.3,3,5
11106,6,90.0,9.1,3,5
11109,7,80.0,7.7,3,5
11112,8,80.0,8.2,3,5
11115,9,90.0,7.3,3,5
11118,10,90.0,8.9,3,5
11121,11,90.0,5.7,3,5
11124,12,90.0,5.8,3,5
11127,13,90.0,6.8,3,5
11130,14,80.0,8.0,3,5
11133,15,90.0,8.3,3,5
11136,16,80.0,7.3,3,5
11139,17,90.0,6.3,3,5
11142,18,90.0,5.8,3,5
11145,19,100.0,5.9,3,5
11148,20,90.0,6.7,3,5
11151,21,90.0,8.3,3,5
11154,22,90.0,9.4,3,5
11157,23,80.0,10.6,3,5
11160,0,70.0,9.6,4,1
11163,1,60.0,6.6,4,1
11166,2,70.0,6.4,4,1
11169,3,80.0,7.7,4,1
11172,4,90.0,8.1,4,1
11175,5,100.0,5.4,4,1
11178,6,220.0,5.8,4,1
11181,7,210.0,5.8,4,1
11184,8,220.0,7.5,4,1
11187,9,210.0,6.2,4,1
11190,10,210.0,5.4,4,1
11193,11,200.0,2.4,4,1
11196,12,210.0,4.4,4,1
11199,13,190.0,1.2,4,1
11202,14,160.0,2.7,4,1
11205,15,210.0,1.6,4,1
11208,16,190.0,1.8,4,1
11211,17,160.0,1.3,4,1
11214,18,210.0,5.1,4,1
11217,19,230.0,1.6,4,1
11220,20,200.0,1.9,4,1
11223,21,190.0,4.0,4,1
11226,22,200.0,10.2,4,1
11229,23,210.0,10.9,4,1
11232,0,220.0,5.5,5,3
11235,1,210.0,7.6,5,3
11238,2,220.0,4.5,5,3
11241,3,210.0,7.4,5,3
11244,4,200.0,4.7,5,3
11247,5,210.0,7.6,5,3
11250,6,210.0,4.1,5,3
11253,7,180.0,2.2,5,3
11256,8,180.0,2.4,5,3
11259,9,180.0,5.3,5,3
11262,10,170.0,8.4,5,3
11265,11,180.0,5.1,5,3
11268,12,170.0,2.6,5,3
11271,13,200.0,5.4,5,3
11274,14,210.0,5.6,5,3
11277,15,170.0,2.2,5,3
11280,16,210.0,4.6,5,3
11283,17,160.0,1.4,5,3
11286,18,150.0,3.2,5,3
11289,19,170.0,4.9,5,3
11292,20,180.0,3.3,5,3
11295,21,190.0,2.3,5,3
11298,22,190.0,2.6,5,3
11301,23,200.0,2.7,5,3
11304,0,190.0,5.6,6,6
11307,1,200.0,2.9,6,6
11310,2,210.0,2.0,6,6
11313,3,220.0,1.8,6,6
11316,4,230.0,2.0,6,6
11319,5,230.0,0.1,6,6
11322,6,180.0,1.3,6,6
11325,7,210.0,1.5,6,6
11328,8,150.0,0.2,6,6
11331,9,150.0,0.8,6,6
11334,10,170.0,3.1,6,6
11337,11,180.0,1.7,6,6
11340,12,190.0,4.2,6,6
11343,13,170.0,2.6,6,6
11346,14,180.0,2.7,6,6
11349,15,190.0,3.0,6,6
11352,16,200.0,2.9,6,6
11355,17,190.0,2.8,6,6
11358,18,170.0,4.5,6,6
11361,19,190.0,2.5,6,6
11364,20,200.0,2.2,6,6
11367,21,170.0,2.4,6,6
11370,22,170.0,2.3,6,6
11373,23,170.0,4.6,6,6
11376,0,180.0,4.1,7,1
11379,1,180.0,4.5,7,1
11382,2,210.0,2.9,7,1
11385,3,200.0,3.0,7,1
11388,4,220.0,4.6,7,1
11391,5,230.0,2.0,7,1
11394,6,240.0,1.9,7,1
11397,7,230.0,2.2,7,1
11400,8,230.0,1.7,7,1
11403,9,190.0,0.9,7,1
11406,10,190.0,1.0,7,1
11409,11,190.0,0.7,7,1
11412,12,240.0,0.1,7,1
11415,13,260.0,0.1,7,1
11418,14,240.0,2.0,7,1
11421,15,250.0,1.0,7,1
11424,16,330.0,0.1,7,1
11427,17,310.0,0.4,7,1
11430,18,70.0,1.5,7,1
11433,19,80.0,0.6,7,1
11436,20,150.0,2.0,7,1
11439,21,180.0,4.4,7,1
11442,22,100.0,7.3,7,1
11445,23,150.0,4.8,7,1
11448,0,180.0,4.0,8,4
11451,1,180.0,4.5,8,4
11454,2,190.0,3.2,8,4
11457,3,180.0,2.9,8,4
11460,4,170.0,2.3,8,4
11463,5,180.0,1.5,8,4
11466,6,150.0,3.8,8,4
11469,7,160.0,3.6,8,4
11472,8,150.0,2.1,8,4
11475,9,150.0,1.7,8,4
11478,10,150.0,3.0,8,4
11481,11,140.0,3.4,8,4
11484,12,150.0,3.4,8,4
11487,13,130.0,2.2,8,4
11490,14,200.0,3.5,8,4
11493,15,170.0,2.1,8,4
11496,16,130.0,0.7,8,4
11499,17,150.0,0.9,8,4
11502,18,140.0,4.8,8,4
11505,19,130.0,3.9,8,4
11508,20,140.0,5.5,8,4
11511,21,150.0,5.1,8,4
11514,22,160.0,3.5,8,4
11517,23,160.0,5.9,8,4
11520,0,180.0,6.6,9,7
11523,1,170.0,7.2,9,7
11526,2,170.0,8.0,9,7
11529,3,190.0,8.2,9,7
11532,4,200.0,7.7,9,7
11535,5,200.0,7.3,9,7
11538,6,200.0,6.5,9,7
11541,7,180.0,5.2,9,7
11544,8,180.0,2.3,9,7
11547,9,160.0,1.6,9,7
11550,10,140.0,4.1,9,7
11553,11,150.0,4.4,9,7
11556,12,160.0,5.1,9,7
11559,13,150.0,5.4,9,7
11562,14,160.0,6.1,9,7
11565,15,160.0,5.8,9,7
11568,16,160.0,6.2,9,7
11571,17,170.0,5.2,9,7
11574,18,160.0,5.9,9,7
11577,19,170.0,5.6,9,7
11580,20,160.0,4.5,9,7
11583,21,170.0,6.0,9,7
11586,22,180.0,6.7,9,7
11589,23,180.0,7.5,9,7
11592,0,180.0,7.1,10,2
11595,1,180.0,7.7,10,2
11598,2,200.0,7.4,10,2
11601,3,200.0,8.4,10,2
11604,4,200.0,8.2,10,2
11607,5,210.0,7.4,10,2
11610,6,210.0,6.9,10,2
11613,7,200.0,7.7,10,2
11616,8,190.0,1.4,10,2
11619,9,180.0,2.4,10,2
11622,10,180.0,2.7,10,2
11625,11,170.0,3.3,10,2
11628,12,180.0,4.4,10,2
11631,13,200.0,3.8,10,2
11634,14,140.0,2.5,10,2
11637,15,70.0,10.0,10,2
11640,16,320.0,4.2,10,2
11643,17,90.0,0.6,10,2
11646,18,170.0,4.1,10,2
11649,19,340.0,4.3,10,2
11652,20,310.0,0.9,10,2
11655,21,0.0,2.4,10,2
11658,22,30.0,4.7,10,2
11661,23,220.0,0.4,10,2
11664,0,250.0,1.5,11,5
11667,1,230.0,2.4,11,5
11670,2,230.0,1.7,11,5
11673,3,220.0,1.6,11,5
11676,4,200.0,2.1,11,5
11679,5,230.0,1.9,11,5
11682,6,220.0,2.6,11,5
11685,7,20.0,2.0,11,5
11688,8,340.0,0.7,11,5
11691,9,350.0,0.3,11,5
11694,10,140.0,1.3,11,5
11697,11,180.0,4.4,11,5
