,time,_V0_,| V0 |,season,week_day
6768,0,270.0,9.2,4,6
6771,1,240.0,7.8,4,6
6774,2,260.0,7.7,4,6
6777,3,270.0,8.3,4,6
6780,4,280.0,7.9,4,6
6783,5,290.0,8.3,4,6
6786,6,280.0,8.2,4,6
6789,7,280.0,7.8,4,6
6792,8,300.0,6.3,4,6
6795,9,300.0,4.3,4,6
6798,10,310.0,4.1,4,6
6801,11,280.0,4.2,4,6
6804,12,240.0,6.6,4,6
6807,13,280.0,4.4,4,6
6810,14,280.0,3.7,4,6
6813,15,270.0,6.1,4,6
6816,16,280.0,4.6,4,6
6819,17,300.0,7.1,4,6
6822,18,320.0,8.6,4,6
6825,19,320.0,9.8,4,6
6828,20,310.0,6.1,4,6
6831,21,300.0,6.2,4,6
6834,22,300.0,7.4,4,6
6837,23,300.0,6.7,4,6
6840,0,300.0,7.1,5,1
6843,1,300.0,8.3,5,1
6846,2,300.0,9.0,5,1
6849,3,290.0,9.0,5,1
6852,4,300.0,8.6,5,1
6855,5,290.0,6.3,5,1
6858,6,290.0,7.9,5,1
6861,7,290.0,7.4,5,1
6864,8,290.0,6.7,5,1
6867,9,290.0,6.1,5,1
6870,10,300.0,6.3,5,1
6873,11,310.0,5.3,5,1
6876,12,290.0,7.4,5,1
6879,13,300.0,7.9,5,1
6882,14,320.0,13.1,5,1
6885,15,330.0,9.3,5,1
6888,16,310.0,11.8,5,1
6891,17,340.0,6.5,5,1
6894,18,320.0,10.5,5,1
6897,19,330.0,9.8,5,1
6900,20,330.0,6.6,5,1
6903,21,330.0,6.7,5,1
6906,22,330.0,6.9,5,1
6909,23,320.0,5.6,5,1
6912,0,320.0,9.0,6,4
6915,1,330.0,7.4,6,4
6918,2,320.0,10.3,6,4
6921,3,330.0,10.2,6,4
6924,4,330.0,10.4,6,4
6927,5,330.0,8.9,6,4
6930,6,330.0,8.6,6,4
6933,7,330.0,7.2,6,4
6936,8,340.0,5.3,6,4
6939,9,340.0,4.3,6,4
6942,10,330.0,6.1,6,4
6945,11,330.0,8.8,6,4
6948,12,350.0,5.3,6,4
6951,13,330.0,8.3,6,4
6954,14,340.0,6.2,6,4
6957,15,330.0,6.7,6,4
6960,16,320.0,7.2,6,4
6963,17,320.0,8.5,6,4
6966,18,330.0,6.1,6,4
6969,19,350.0,3.8,6,4
6972,20,10.0,2.6,6,4
6975,21,20.0,4.2,6,4
6978,22,50.0,4.2,6,4
6981,23,40.0,5.5,6,4
6984,0,60.0,3.9,7,6
6987,1,90.0,2.7,7,6
6990,2,110.0,2.5,7,6
6993,3,140.0,0.9,7,6
6996,4,170.0,1.0,7,6
6999,5,190.0,2.1,7,6
7002,6,210.0,3.2,7,6
7005,7,210.0,3.7,7,6
7008,8,230.0,1.2,7,6
7011,9,220.0,1.2,7,6
7014,10,240.0,1.7,7,6
7017,11,240.0,1.8,7,6
7020,12,260.0,1.1,7,6
7023,13,240.0,2.3,7,6
7026,14,220.0,2.7,7,6
7029,15,220.0,2.5,7,6
7032,16,220.0,2.3,7,6
7035,17,210.0,4.6,7,6
7038,18,210.0,4.8,7,6
7041,19,210.0,2.4,7,6
7044,20,210.0,4.0,7,6
7047,21,220.0,5.6,7,6
7050,22,230.0,7.1,7,6
7053,23,240.0,10.1,7,6
7056,0,250.0,11.2,8,2
7059,1,250.0,7.2,8,2
7062,2,250.0,6.3,8,2
7065,3,250.0,6.0,8,2
7068,4,250.0,3.6,8,2
7071,5,250.0,6.2,8,2
7074,6,250.0,5.5,8,2
7077,7,250.0,3.9,8,2
7080,8,290.0,4.8,8,2
7083,9,290.0,4.1,8,2
7086,10,300.0,3.2,8,2
7089,11,320.0,6.0,8,2
7092,12,330.0,7.6,8,2
7095,13,330.0,6.3,8,2
7098,14,310.0,5.5,8,2
7101,15,320.0,7.8,8,2
7104,16,320.0,8.9,8,2
7107,17,320.0,8.7,8,2
7110,18,330.0,6.9,8,2
7113,19,320.0,11.0,8,2
7116,20,330.0,9.8,8,2
7119,21,330.0,8.4,8,2
7122,22,330.0,7.5,8,2
7125,23,330.0,6.5,8,2
7128,0,340.0,7.6,9,5
7131,1,340.0,6.6,9,5
7134,2,340.0,5.4,9,5
7137,3,330.0,4.7,9,5
7140,4,330.0,4.7,9,5
7143,5,320.0,3.9,9,5
7146,6,290.0,3.2,9,5
7149,7,290.0,3.9,9,5
7152,8,280.0,5.7,9,5
7155,9,270.0,6.2,9,5
7158,10,230.0,3.5,9,5
7161,11,250.0,3.1,9,5
7164,12,250.0,3.8,9,5
7167,13,240.0,1.7,9,5
7170,14,230.0,3.5,9,5
7173,15,230.0,4.3,9,5
7176,16,230.0,5.5,9,5
7179,17,230.0,1.9,9,5
7182,18,230.0,4.0,9,5
7185,19,230.0,1.6,9,5
7188,20,240.0,3.5,9,5
7191,21,240.0,4.5,9,5
7194,22,230.0,5.1,9,5
7197,23,270.0,4.6,9,5
7200,0,240.0,5.4,10,7
7203,1,230.0,5.0,10,7
7206,2,260.0,4.0,10,7
7209,3,300.0,4.1,10,7
7212,4,300.0,4.5,10,7
7215,5,300.0,3.6,10,7
7218,6,330.0,8.9,10,7
7221,7,320.0,6.4,10,7
7224,8,330.0,7.5,10,7
7227,9,330.0,7.8,10,7
7230,10,320.0,9.5,10,7
7233,11,330.0,5.0,10,7
7236,12,330.0,6.4,10,7
7239,13,340.0,7.7,10,7
7242,14,330.0,7.1,10,7
7245,15,330.0,8.0,10,7
7248,16,320.0,6.1,10,7
7251,17,310.0,7.9,10,7
7254,18,310.0,6.9,10,7
7257,19,320.0,7.6,10,7
7260,20,320.0,6.7,10,7
7263,21,320.0,8.6,10,7
7266,22,340.0,4.2,10,7
7269,23,340.0,3.7,10,7
7272,0,320.0,7.6,11,3
7275,1,330.0,5.3,11,3
7278,2,340.0,5.6,11,3
7281,3,330.0,1.8,11,3
7284,4,320.0,1.5,11,3
7287,5,310.0,1.9,11,3
7290,6,310.0,2.7,11,3
7293,7,320.0,3.3,11,3
7296,8,320.0,3.0,11,3
7299,9,320.0,4.4,11,3
7302,10,310.0,6.0,11,3
7305,11,320.0,7.9,11,3
7308,12,320.0,9.7,11,3
7311,13,330.0,5.3,11,3
7314,14,340.0,9.6,11,3
7317,15,340.0,7.0,11,3
7320,16,340.0,6.5,11,3
7323,17,0.0,6.7,11,3
7326,18,340.0,4.4,11,3
7329,19,350.0,5.5,11,3
7332,20,350.0,5.2,11,3
7335,21,340.0,5.1,11,3
7338,22,340.0,5.3,11,3
7341,23,340.0,5.9,11,3
7344,0,350.0,4.6,12,5
7347,1,340.0,5.6,12,5
7350,2,340.0,6.7,12,5
7353,3,320.0,6.3,12,5
7356,4,330.0,7.1,12,5
7359,5,330.0,4.3,12,5
7362,6,320.0,6.8,12,5
7365,7,330.0,5.3,12,5
7368,8,330.0,4.6,12,5
7371,9,330.0,2.9,12,5
7374,10,340.0,6.5,12,5
7377,11,10.0,3.5,12,5
7380,12,350.0,4.3,12,5
7383,13,340.0,4.4,12,5
7386,14,330.0,3.4,12,5
7389,15,340.0,1.3,12,5
7392,16,330.0,3.3,12,5
7395,17,320.0,2.1,12,5
7398,18,300.0,2.8,12,5
7401,19,350.0,1.0,12,5
7404,20,20.0,0.1,12,5
7407,21,140.0,2.3,12,5
7410,22,160.0,4.3,12,5
7413,23,170.0,5.7,12,5
7416,0,180.0,6.0,4,1
7419,1,200.0,8.7,4,1
7422,2,200.0,10.1,4,1
7425,3,200.0,9.6,4,1
7428,4,200.0,10.9,4,1
7431,5,210.0,7.3,4,1
7434,6,210.0,8.7,4,1
7437,7,220.0,7.3,4,1
7440,8,210.0,6.1,4,1
7443,9,210.0,5.4,4,1
7446,10,200.0,6.1,4,1
7449,11,200.0,6.6,4,1
7452,12,210.0,6.5,4,1
7455,13,220.0,7.2,4,1
7458,14,200.0,7.8,4,1
7461,15,220.0,8.5,4,1
7464,16,200.0,8.6,4,1
7467,17,190.0,8.3,4,1
7470,18,200.0,9.3,4,1
7473,19,190.0,7.4,4,1
7476,20,180.0,9.0,4,1
7479,21,180.0,13.0,4,1
7482,22,180.0,11.7,4,1
7485,23,200.0,11.6,4,1
7488,0,200.0,14.6,4,2
7491,1,200.0,13.6,4,2
7494,2,200.0,12.7,4,2
7497,3,210.0,13.5,4,2
7500,4,210.0,11.4,4,2
7503,5,210.0,9.7,4,2
7506,6,210.0,11.2,4,2
7509,7,220.0,7.6,4,2
7512,8,260.0,7.6,4,2
7515,9,300.0,7.3,4,2
7518,10,300.0,4.9,4,2
7521,11,300.0,5.8,4,2
7524,12,290.0,4.9,4,2
7527,13,270.0,2.4,4,2
7530,14,260.0,2.6,4,2
7533,15,290.0,2.7,4,2
7536,16,300.0,1.8,4,2
7539,17,290.0,3.2,4,2
7542,18,280.0,3.2,4,2
7545,19,280.0,3.1,4,2
7548,20,290.0,4.0,4,2
7551,21,290.0,5.4,4,2
7554,22,290.0,3.7,4,2
7557,23,290.0,3.9,4,2
7560,0,280.0,5.2,4,3
7563,1,280.0,6.2,4,3
7566,2,280.0,6.5,4,3
7569,3,290.0,5.5,4,3
7572,4,290.0,6.6,4,3
7575,5,300.0,8.1,4,3
7578,6,300.0,7.6,4,3
7581,7,310.0,4.6,4,3
7584,8,290.0,3.3,4,3
7587,9,290.0,3.0,4,3
7590,10,290.0,3.9,4,3
7593,11,280.0,5.3,4,3
7596,12,290.0,5.4,4,3
7599,13,290.0,6.5,4,3
7602,14,280.0,7.2,4,3
7605,15,270.0,4.7,4,3
7608,16,290.0,6.3,4,3
7611,17,270.0,7.9,4,3
7614,18,270.0,4.8,4,3
7617,19,260.0,5.0,4,3
7620,20,240.0,6.8,4,3
7623,21,270.0,4.6,4,3
7626,22,270.0,6.4,4,3
7629,23,240.0,7.1,4,3
7632,0,290.0,8.3,4,4
7635,1,290.0,9.2,4,4
7638,2,290.0,7.5,4,4
7641,3,290.0,7.3,4,4
7644,4,300.0,8.2,4,4
7647,5,290.0,5.8,4,4
7650,6,300.0,6.3,4,4
7653,7,290.0,5.0,4,4
7656,8,270.0,4.4,4,4
7659,9,240.0,4.7,4,4
7662,10,230.0,5.5,4,4
7665,11,270.0,5.5,4,4
7668,12,270.0,7.6,4,4
7671,13,230.0,8.6,4,4
7674,14,230.0,9.8,4,4
7677,15,200.0,8.0,4,4
7680,16,190.0,9.4,4,4
7683,17,200.0,9.2,4,4
7686,18,210.0,9.6,4,4
7689,19,270.0,6.7,4,4
7692,20,280.0,7.6,4,4
7695,21,280.0,7.4,4,4
7698,22,290.0,10.0,4,4
7701,23,290.0,9.2,4,4
7704,0,320.0,10.2,4,5
7707,1,340.0,10.6,4,5
7710,2,330.0,10.6,4,5
7713,3,330.0,10.4,4,5
7716,4,310.0,10.1,4,5
7719,5,310.0,10.6,4,5
7722,6,300.0,9.5,4,5
7725,7,300.0,9.9,4,5
7728,8,300.0,10.2,4,5
7731,9,300.0,10.4,4,5
7734,10,300.0,7.5,4,5
7737,11,300.0,9.6,4,5
7740,12,280.0,4.8,4,5
7743,13,290.0,5.9,4,5
7746,14,300.0,6.1,4,5
7749,15,300.0,8.8,4,5
7752,16,300.0,8.3,4,5
7755,17,290.0,4.0,4,5
7758,18,320.0,5.4,4,5
7761,19,280.0,4.3,4,5
7764,20,290.0,5.1,4,5
7767,21,300.0,8.3,4,5
7770,22,290.0,6.9,4,5
7773,23,290.0,11.2,4,5
7776,0,280.0,7.2,4,6
7779,1,300.0,10.0,4,6
7782,2,290.0,7.6,4,6
7785,3,300.0,9.9,4,6
7788,4,300.0,8.0,4,6
7791,5,290.0,9.0,4,6
7794,6,280.0,8.4,4,6
7797,7,290.0,7.8,4,6
7800,8,290.0,6.6,4,6
7803,9,280.0,6.0,4,6
7806,10,280.0,5.3,4,6
7809,11,290.0,4.7,4,6
7812,12,300.0,5.9,4,6
7815,13,300.0,6.1,4,6
7818,14,300.0,6.6,4,6
7821,15,290.0,5.0,4,6
7824,16,280.0,6.1,4,6
7827,17,300.0,9.3,4,6
7830,18,290.0,8.2,4,6
7833,19,300.0,6.2,4,6
7836,20,290.0,6.7,4,6
7839,21,290.0,8.0,4,6
7842,22,280.0,5.5,4,6
7845,23,290.0,5.8,4,6
7848,0,290.0,5.1,4,7
7851,1,280.0,6.1,4,7
7854,2,270.0,5.9,4,7
7857,3,280.0,3.8,4,7
7860,4,280.0,4.2,4,7
7863,5,280.0,3.5,4,7
7866,6,270.0,3.4,4,7
7869,7,280.0,2.8,4,7
7872,8,270.0,2.8,4,7
7875,9,270.0,2.1,4,7
7878,10,240.0,2.7,4,7
7881,11,230.0,1.1,4,7
7884,12,200.0,2.5,4,7
7887,13,190.0,1.1,4,7
7890,14,240.0,1.2,4,7
7893,15,240.0,1.4,4,7
7896,16,300.0,4.5,4,7
7899,17,340.0,2.8,4,7
7902,18,30.0,1.0,4,7
7905,19,100.0,4.0,4,7
7908,20,90.0,1.8,4,7
7911,21,120.0,0.1,4,7
7914,22,350.0,0.6,4,7
7917,23,50.0,2.0,4,7
7920,0,360.0,1.3,4,1
7923,1,50.0,3.5,4,1
7926,2,60.0,2.8,4,1
7929,3,50.0,4.0,4,1
7932,4,40.0,5.5,4,1
7935,5,40.0,5.7,4,1
7938,6,50.0,6.2,4,1
7941,7,60.0,5.9,4,1
7944,8,50.0,5.3,4,1
7947,9,40.0,4.3,4,1
7950,10,30.0,4.0,4,1
7953,11,10.0,4.4,4,1
7956,12,30.0,3.6,4,1
7959,13,30.0,2.9,4,1
7962,14,60.0,2.8,4,1
7965,15,20.0,5.3,4,1
7968,16,10.0,4.2,4,1
7971,17,20.0,4.3,4,1
7974,18,30.0,6.9,4,1
7977,19,360.0,4.4,4,1
7980,20,30.0,6.2,4,1
7983,21,0.0,7.0,4,1
7986,22,40.0,7.8,4,1
7989,23,20.0,5.3,4,1
7992,0,30.0,6.3,4,2
7995,1,40.0,9.3,4,2
7998,2,30.0,6.2,4,2
8001,3,30.0,7.5,4,2
8004,4,30.0,9.3,4,2
8007,5,20.0,8.6,4,2
8010,6,30.0,6.7,4,2
8013,7,30.0,8.8,4,2
8016,8,30.0,5.8,4,2
8019,9,20.0,5.2,4,2
8022,10,30.0,8.6,4,2
8025,11,30.0,9.9,4,2
8028,12,40.0,6.8,4,2
8031,13,360.0,6.4,4,2
8034,14,350.0,6.7,4,2
8037,15,20.0,6.9,4,2
8040,16,350.0,7.0,4,2
8043,17,340.0,7.9,4,2
8046,18,340.0,7.4,4,2
8049,19,350.0,7.1,4,2
8052,20,20.0,8.2,4,2
8055,21,340.0,7.1,4,2
8058,22,360.0,6.8,4,2
8061,23,350.0,5.2,4,2
8064,0,340.0,6.8,4,3
8067,1,340.0,7.5,4,3
8070,2,340.0,6.8,4,3
8073,3,340.0,7.0,4,3
8076,4,350.0,7.8,4,3
8079,5,350.0,7.8,4,3
8082,6,340.0,10.0,4,3
8085,7,350.0,8.3,4,3
8088,8,350.0,7.3,4,3
8091,9,350.0,6.6,4,3
8094,10,10.0,7.1,4,3
8097,11,340.0,9.5,4,3
8100,12,350.0,9.0,4,3
8103,13,340.0,8.4,4,3
8106,14,340.0,10.0,4,3
8109,15,350.0,9.5,4,3
8112,16,350.0,10.5,4,3
8115,17,340.0,11.3,4,3
8118,18,10.0,8.5,4,3
8121,19,350.0,8.0,4,3
8124,20,340.0,10.2,4,3
8127,21,330.0,6.8,4,3
8130,22,320.0,9.1,4,3
8133,23,330.0,11.1,4,3
8136,0,330.0,12.0,4,4
8139,1,330.0,8.8,4,4
8142,2,330.0,9.0,4,4
8145,3,330.0,7.6,4,4
8148,4,320.0,7.6,4,4
8151,5,310.0,8.9,4,4
8154,6,290.0,7.5,4,4
8157,7,310.0,7.4,4,4
8160,8,300.0,7.6,4,4
8163,9,300.0,7.4,4,4
8166,10,310.0,8.3,4,4
8169,11,320.0,11.9,4,4
8172,12,310.0,11.5,4,4
8175,13,320.0,9.6,4,4
8178,14,310.0,8.9,4,4
8181,15,300.0,10.6,4,4
8184,16,330.0,9.7,4,4
8187,17,320.0,11.1,4,4
8190,18,330.0,7.1,4,4
8193,19,320.0,8.6,4,4
8196,20,340.0,5.9,4,4
8199,21,50.0,4.8,4,4
8202,22,60.0,3.2,4,4
8205,23,80.0,1.2,4,4
8208,0,80.0,2.0,4,5
8211,1,190.0,2.0,4,5
8214,2,170.0,1.4,4,5
8217,3,170.0,3.3,4,5
8220,4,160.0,2.4,4,5
8223,5,160.0,0.5,4,5
8226,6,170.0,2.6,4,5
8229,7,160.0,3.6,4,5
8232,8,170.0,2.2,4,5
8235,9,170.0,3.7,4,5
8238,10,180.0,2.9,4,5
8241,11,160.0,0.8,4,5
8244,12,210.0,2.0,4,5
8247,13,220.0,2.0,4,5
8250,14,240.0,1.9,4,5
8253,15,180.0,2.1,4,5
8256,16,230.0,1.3,4,5
8259,17,240.0,3.6,4,5
8262,18,260.0,1.7,4,5
8265,19,260.0,2.2,4,5
8268,20,250.0,1.9,4,5
8271,21,250.0,2.4,4,5
8274,22,250.0,2.9,4,5
8277,23,250.0,4.0,4,5
8280,0,250.0,4.4,4,6
8283,1,250.0,3.0,4,6
8286,2,310.0,2.5,4,6
8289,3,310.0,6.4,4,6
8292,4,300.0,7.2,4,6
8295,5,300.0,7.3,4,6
8298,6,290.0,5.1,4,6
8301,7,290.0,5.3,4,6
8304,8,290.0,3.2,4,6
8307,9,270.0,2.8,4,6
8310,10,280.0,3.7,4,6
8313,11,260.0,1.9,4,6
8316,12,300.0,1.9,4,6
8319,13,240.0,1.5,4,6
8322,14,220.0,2.3,4,6
8325,15,220.0,1.2,4,6
8328,16,240.0,2.2,4,6
8331,17,350.0,1.3,4,6
8334,18,230.0,0.5,4,6
8337,19,250.0,1.0,4,6
8340,20,300.0,0.8,4,6
8343,21,310.0,2.0,4,6
8346,22,320.0,2.0,4,6
8349,23,350.0,3.1,4,6
8352,0,30.0,5.8,4,7
8355,1,360.0,2.4,4,7
8358,2,360.0,1.9,4,7
8361,3,30.0,3.2,4,7
8364,4,40.0,2.5,4,7
8367,5,20.0,1.5,4,7
8370,6,330.0,1.5,4,7
8373,7,340.0,0.8,4,7
8376,8,350.0,1.0,4,7
8379,9,10.0,1.6,4,7
8382,10,0.0,1.4,4,7
8385,11,310.0,3.6,4,7
8388,12,320.0,3.5,4,7
8391,13,310.0,3.8,4,7
8394,14,320.0,4.3,4,7
8397,15,300.0,1.3,4,7
8400,16,20.0,1.6,4,7
8403,17,300.0,1.5,4,7
8406,18,320.0,4.0,4,7
8409,19,310.0,1.3,4,7
8412,20,340.0,2.6,4,7
8415,21,20.0,1.6,4,7
8418,22,70.0,3.6,4,7
8421,23,70.0,3.2,4,7
8424,0,80.0,2.4,4,1
8427,1,100.0,3.2,4,1
8430,2,140.0,2.4,4,1
8433,3,140.0,1.6,4,1
8436,4,150.0,0.5,4,1
8439,5,120.0,0.4,4,1
8442,6,120.0,0.2,4,1
8445,7,130.0,0.4,4,1
8448,8,90.0,0.2,4,1
8451,9,80.0,1.4,4,1
8454,10,90.0,3.0,4,1
8457,11,340.0,0.8,4,1
8460,12,320.0,1.9,4,1
8463,13,310.0,2.3,4,1
8466,14,330.0,3.7,4,1
8469,15,330.0,6.7,4,1
8472,16,320.0,5.2,4,1
8475,17,330.0,6.5,4,1
8478,18,340.0,4.7,4,1
8481,19,310.0,5.6,4,1
8484,20,310.0,7.0,4,1
8487,21,320.0,4.6,4,1
8490,22,330.0,7.0,4,1
8493,23,330.0,5.5,4,1
8496,0,330.0,7.2,4,2
8499,1,340.0,5.7,4,2
8502,2,330.0,5.6,4,2
8505,3,320.0,6.4,4,2
8508,4,330.0,4.8,4,2
8511,5,340.0,4.4,4,2
8514,6,320.0,5.2,4,2
8517,7,320.0,3.0,4,2
8520,8,330.0,3.6,4,2
8523,9,300.0,4.9,4,2
8526,10,310.0,4.8,4,2
8529,11,310.0,5.6,4,2
8532,12,300.0,5.6,4,2
8535,13,290.0,4.9,4,2
8538,14,320.0,5.6,4,2
8541,15,310.0,2.3,4,2
8544,16,280.0,4.0,4,2
8547,17,250.0,1.3,4,2
8550,18,280.0,3.4,4,2
8553,19,260.0,1.7,4,2
8556,20,260.0,2.5,4,2
8559,21,240.0,3.1,4,2
8562,22,180.0,1.7,4,2
8565,23,170.0,1.9,4,2
8568,0,170.0,7.7,4,3
8571,1,180.0,11.3,4,3
8574,2,180.0,6.1,4,3
8577,3,190.0,7.2,4,3
8580,4,200.0,12.3,4,3
8583,5,220.0,5.1,4,3
8586,6,220.0,7.9,4,3
8589,7,190.0,6.7,4,3
8592,8,220.0,7.0,4,3
8595,9,220.0,4.5,4,3
8598,10,230.0,6.9,4,3
8601,11,230.0,6.8,4,3
8604,12,280.0,5.6,4,3
8607,13,280.0,7.0,4,3
8610,14,290.0,13.5,4,3
8613,15,290.0,11.3,4,3
8616,16,300.0,10.3,4,3
8619,17,300.0,11.4,4,3
8622,18,280.0,12.1,4,3
8625,19,300.0,10.9,4,3
8628,20,310.0,11.8,4,3
8631,21,300.0,10.7,4,3
8634,22,300.0,9.1,4,3
8637,23,300.0,8.5,4,3
8640,0,310.0,11.5,4,4
8643,1,300.0,7.8,4,4
8646,2,300.0,7.6,4,4
8649,3,300.0,8.7,4,4
8652,4,300.0,9.9,4,4
8655,5,300.0,7.6,4,4
8658,6,310.0,6.9,4,4
8661,7,320.0,7.6,4,4
8664,8,320.0,5.0,4,4
8667,9,310.0,5.0,4,4
8670,10,310.0,4.4,4,4
8673,11,320.0,2.5,4,4
8676,12,310.0,1.8,4,4
8679,13,340.0,2.4,4,4
8682,14,10.0,2.0,4,4
8685,15,360.0,2.5,4,4
8688,16,350.0,0.9,4,4
8691,17,30.0,1.1,4,4
8694,18,20.0,1.2,4,4
8697,19,40.0,1.7,4,4
8700,20,40.0,2.9,4,4
8703,21,60.0,4.3,4,4
8706,22,70.0,6.1,4,4
8709,23,90.0,7.7,4,4
8712,0,80.0,8.9,1,7
8715,1,100.0,6.1,1,7
8718,2,140.0,4.0,1,7
8721,3,140.0,2.6,1,7
8724,4,130.0,2.0,1,7
8727,5,140.0,3.4,1,7
8730,6,90.0,2.3,1,7
8733,7,100.0,2.7,1,7
8736,8,80.0,2.4,1,7
8739,9,80.0,4.2,1,7
8742,10,90.0,5.9,1,7
8745,11,90.0,5.1,1,7
8748,12,60.0,4.3,1,7
8751,13,80.0,3.4,1,7
8754,14,50.0,3.9,1,7
8757,15,70.0,3.2,1,7
8760,16,60.0,2.5,1,7
8763,17,60.0,3.8,1,7
8766,18,80.0,4.8,1,7
8769,19,80.0,5.4,1,7
8772,20,90.0,5.9,1,7
8775,21,90.0,7.9,1,7
8778,22,90.0,6.3,1,7
8781,23,90.0,4.6,1,7
8784,0,100.0,7.6,2,3
8787,1,110.0,6.9,2,3
8790,2,140.0,7.0,2,3
8793,3,160.0,4.6,2,3
8796,4,160.0,5.2,2,3
8799,5,140.0,3.9,2,3
8802,6,110.0,3.6,2,3
8805,7,140.0,6.1,2,3
8808,8,140.0,5.5,2,3
8811,9,140.0,4.5,2,3
8814,10,110.0,6.6,2,3
8817,11,110.0,6.0,2,3
8820,12,120.0,3.8,2,3
8823,13,120.0,6.4,2,3
8826,14,160.0,6.1,2,3
8829,15,150.0,6.0,2,3
8832,16,150.0,5.8,2,3
8835,17,150.0,5.8,2,3
8838,18,150.0,6.4,2,3
8841,19,160.0,4.9,2,3
8844,20,160.0,7.0,2,3
8847,21,160.0,8.2,2,3
8850,22,160.0,5.4,2,3
8853,23,150.0,5.9,2,3
8856,0,160.0,4.3,3,4
8859,1,160.0,5.7,3,4
8862,2,160.0,5.9,3,4
8865,3,160.0,7.7,3,4
8868,4,160.0,7.2,3,4
8871,5,160.0,6.9,3,4
8874,6,160.0,7.3,3,4
8877,7,160.0,5.0,3,4
8880,8,150.0,3.4,3,4
8883,9,150.0,3.7,3,4
8886,10,150.0,4.3,3,4
8889,11,150.0,5.9,3,4
8892,12,160.0,4.5,3,4
8895,13,160.0,5.4,3,4
8898,14,160.0,6.3,3,4
8901,15,170.0,6.7,3,4
8904,16,180.0,6.4,3,4
8907,17,170.0,12.8,3,4
8910,18,280.0,5.9,3,4
8913,19,290.0,3.4,3,4
8916,20,170.0,3.0,3,4
8919,21,160.0,5.9,3,4
8922,22,220.0,2.9,3,4
8925,23,200.0,3.7,3,4
8928,0,190.0,5.8,4,7
8931,1,200.0,7.0,4,7
8934,2,210.0,10.6,4,7
8937,3,210.0,8.4,4,7
8940,4,200.0,9.2,4,7
8943,5,200.0,8.2,4,7
8946,6,190.0,7.5,4,7
8949,7,180.0,7.0,4,7
8952,8,170.0,8.8,4,7
8955,9,170.0,8.9,4,7
8958,10,160.0,5.9,4,7
8961,11,150.0,3.4,4,7
8964,12,130.0,2.3,4,7
8967,13,170.0,2.5,4,7
8970,14,140.0,1.9,4,7
8973,15,130.0,1.8,4,7
8976,16,170.0,1.3,4,7
8979,17,270.0,0.3,4,7
8982,18,340.0,0.7,4,7
8985,19,320.0,3.9,4,7
8988,20,200.0,4.1,4,7
8991,21,140.0,3.2,4,7
8994,22,200.0,1.8,4,7
8997,23,150.0,1.9,4,7
9000,0,150.0,2.8,5,2
9003,1,150.0,3.5,5,2
9006,2,150.0,2.5,5,2
9009,3,160.0,3.7,5,2
9012,4,130.0,3.7,5,2
9015,5,110.0,2.0,5,2
9018,6,100.0,7.9,5,2
9021,7,120.0,3.1,5,2
9024,8,140.0,5.4,5,2
9027,9,160.0,2.4,5,2
9030,10,180.0,2.8,5,2
9033,11,180.0,1.9,5,2
9036,12,170.0,3.0,5,2
9039,13,180.0,7.3,5,2
9042,14,180.0,9.7,5,2
9045,15,160.0,6.3,5,2
9048,16,180.0,9.9,5,2
9051,17,180.0,7.2,5,2
9054,18,180.0,6.8,5,2
9057,19,170.0,6.5,5,2
9060,20,180.0,5.9,5,2
9063,21,140.0,6.6,5,2
9066,22,190.0,13.4,5,2
9069,23,190.0,7.1,5,2
9072,0,170.0,4.4,6,5
9075,1,170.0,6.1,6,5
9078,2,160.0,7.0,6,5
9081,3,180.0,7.6,6,5
9084,4,190.0,9.9,6,5
9087,5,190.0,5.4,6,5
9090,6,200.0,5.0,6,5
9093,7,180.0,3.8,6,5
9096,8,170.0,3.8,6,5
9099,9,160.0,3.9,6,5
9102,10,170.0,3.3,6,5
9105,11,150.0,4.1,6,5
9108,12,170.0,5.5,6,5
9111,13,160.0,6.7,6,5
9114,14,170.0,6.9,6,5
9117,15,180.0,8.7,6,5
9120,16,170.0,5.1,6,5
9123,17,160.0,5.0,6,5
9126,18,160.0,4.2,6,5
9129,19,180.0,7.1,6,5
9132,20,170.0,5.6,6,5
9135,21,170.0,7.7,6,5
9138,22,180.0,8.2,6,5
9141,23,180.0,8.2,6,5
9144,0,180.0,9.5,7,7
9147,1,180.0,7.6,7,7
9150,2,200.0,6.6,7,7
9153,3,200.0,7.9,7,7
9156,4,210.0,7.3,7,7
9159,5,200.0,5.8,7,7
9162,6,200.0,8.6,7,7
9165,7,220.0,6.5,7,7
9168,8,210.0,7.0,7,7
9171,9,220.0,8.1,7,7
9174,10,210.0,5.2,7,7
9177,11,210.0,7.1,7,7
9180,12,210.0,6.7,7,7
9183,13,200.0,5.1,7,7
9186,14,180.0,7.7,7,7
9189,15,180.0,8.9,7,7
9192,16,210.0,11.1,7,7
9195,17,230.0,5.2,7,7
9198,18,230.0,2.8,7,7
9201,19,280.0,5.4,7,7
9204,20,260.0,3.0,7,7
9207,21,280.0,3.3,7,7
9210,22,270.0,4.0,7,7
9213,23,240.0,6.4,7,7
9216,0,270.0,8.9,8,3
9219,1,270.0,4.9,8,3
9222,2,270.0,6.4,8,3
9225,3,280.0,5.8,8,3
9228,4,280.0,3.9,8,3
9231,5,240.0,3.3,8,3
