time;_V0_;| V0 |;season;week_day
4;50.0;9.8;3;2
5;40.0;4.6;3;2
6;50.0;4.5;3;2
7;40.0;8.4;3;2
8;20.0;5.8;3;2
9;350.0;5.5;3;2
10;20.0;7.4;3;2
11;350.0;7.0;3;2
12;10.0;4.7;3;2
13;330.0;4.9;3;2
14;320.0;5.0;3;2
15;330.0;5.2;3;2
16;320.0;8.0;3;2
17;310.0;7.7;3;2
18;320.0;8.8;3;2
19;320.0;7.0;3;2
20;320.0;8.0;3;2
21;320.0;6.9;3;2
22;300.0;5.8;3;2
23;300.0;6.6;3;2
0;300.0;8.2;3;3
1;310.0;9.2;3;3
2;300.0;8.6;3;3
3;300.0;8.6;3;3
4;300.0;8.1;3;3
5;300.0;10.6;3;3
6;290.0;9.3;3;3
7;290.0;10.7;3;3
8;290.0;7.1;3;3
9;280.0;7.7;3;3
10;280.0;7.9;3;3
11;280.0;6.1;3;3
12;270.0;5.8;3;3
13;280.0;5.4;3;3
14;270.0;7.1;3;3
15;280.0;4.8;3;3
16;270.0;7.7;3;3
17;250.0;7.6;3;3
18;270.0;8.5;3;3
19;280.0;7.1;3;3
20;280.0;8.3;3;3
21;280.0;8.9;3;3
22;280.0;9.6;3;3
23;290.0;13.3;3;3
0;290.0;11.3;3;4
1;300.0;13.8;3;4
2;300.0;13.8;3;4
3;300.0;13.4;3;4
4;310.0;12.6;3;4
5;310.0;13.2;3;4
6;310.0;13.0;3;4
7;310.0;12.7;3;4
8;310.0;12.8;3;4
9;310.0;12.2;3;4
10;300.0;9.3;3;4
11;290.0;4.3;3;4
12;280.0;6.5;3;4
13;290.0;6.1;3;4
14;280.0;5.0;3;4
15;290.0;4.5;3;4
16;310.0;6.4;3;4
17;320.0;6.1;3;4
18;300.0;6.6;3;4
19;300.0;8.0;3;4
20;300.0;9.0;3;4
21;300.0;8.7;3;4
22;320.0;8.7;3;4
23;340.0;8.4;3;4
0;340.0;4.9;3;5
1;350.0;5.5;3;5
2;30.0;10.0;3;5
3;40.0;9.2;3;5
4;50.0;7.7;3;5
5;60.0;4.1;3;5
6;60.0;5.6;3;5
7;80.0;3.4;3;5
8;90.0;2.6;3;5
9;150.0;1.4;3;5
10;210.0;1.0;3;5
11;220.0;1.1;3;5
12;320.0;1.1;3;5
13;310.0;2.0;3;5
14;340.0;1.2;3;5
15;300.0;0.9;3;5
16;40.0;1.2;3;5
17;20.0;0.9;3;5
18;350.0;1.2;3;5
19;40.0;1.4;3;5
20;60.0;1.0;3;5
21;90.0;1.5;3;5
22;100.0;1.2;3;5
23;150.0;2.2;3;5
0;180.0;2.4;3;6
1;170.0;1.9;3;6
2;170.0;2.0;3;6
3;170.0;2.4;3;6
4;170.0;2.9;3;6
5;210.0;2.8;3;6
6;210.0;4.9;3;6
7;210.0;5.9;3;6
8;210.0;5.8;3;6
9;220.0;3.1;3;6
10;220.0;2.3;3;6
11;210.0;3.6;3;6
12;220.0;2.1;3;6
13;220.0;1.9;3;6
14;190.0;4.1;3;6
15;200.0;3.0;3;6
16;200.0;7.4;3;6
17;200.0;3.1;3;6
18;200.0;4.5;3;6
19;200.0;2.6;3;6
20;200.0;4.0;3;6
21;210.0;3.5;3;6
22;220.0;3.4;3;6
23;210.0;2.0;3;6
0;210.0;2.0;3;7
1;220.0;3.9;3;7
2;220.0;1.2;3;7
3;230.0;4.1;3;7
4;230.0;4.9;3;7
5;230.0;4.9;3;7
6;230.0;4.5;3;7
7;230.0;4.3;3;7
8;230.0;3.5;3;7
9;230.0;2.8;3;7
10;220.0;3.0;3;7
11;220.0;2.6;3;7
12;180.0;4.1;3;7
13;200.0;5.9;3;7
14;210.0;5.4;3;7
15;220.0;5.4;3;7
16;220.0;5.4;3;7
17;200.0;4.1;3;7
18;210.0;3.9;3;7
19;240.0;3.6;3;7
20;260.0;4.8;3;7
21;280.0;2.0;3;7
22;290.0;3.1;3;7
23;30.0;6.4;3;7
0;40.0;5.9;3;1
1;30.0;6.8;3;1
2;10.0;6.2;3;1
3;30.0;7.3;3;1
4;30.0;5.8;3;1
5;30.0;6.6;3;1
6;20.0;6.9;3;1
7;360.0;5.8;3;1
8;30.0;8.4;3;1
9;30.0;7.5;3;1
10;30.0;8.4;3;1
11;20.0;7.1;3;1
12;30.0;7.4;3;1
13;30.0;8.3;3;1
14;0.0;5.6;3;1
15;30.0;9.6;3;1
16;40.0;9.5;3;1
17;40.0;6.3;3;1
18;30.0;10.2;3;1
19;20.0;9.1;3;1
20;30.0;10.5;3;1
21;30.0;10.8;3;1
22;40.0;10.2;3;1
23;30.0;9.0;3;1
0;20.0;9.8;3;2
1;40.0;9.9;3;2
2;30.0;9.9;3;2
3;30.0;10.2;3;2
4;30.0;7.8;3;2
5;30.0;9.6;3;2
6;10.0;10.0;3;2
7;30.0;8.6;3;2
8;30.0;7.0;3;2
9;10.0;7.4;3;2
10;0.0;9.8;3;2
11;20.0;10.7;3;2
12;20.0;7.3;3;2
13;350.0;7.3;3;2
14;350.0;6.1;3;2
15;350.0;6.1;3;2
16;350.0;4.6;3;2
17;340.0;4.8;3;2
18;350.0;5.6;3;2
19;350.0;3.3;3;2
20;340.0;1.9;3;2
21;310.0;2.0;3;2
22;330.0;2.6;3;2
23;320.0;6.0;3;2
0;320.0;6.7;1;6
1;320.0;9.2;1;6
2;310.0;8.5;1;6
3;310.0;9.2;1;6
4;300.0;8.8;1;6
5;290.0;9.7;1;6
6;300.0;10.6;1;6
7;290.0;7.0;1;6
8;270.0;11.1;1;6
9;260.0;7.4;1;6
10;230.0;7.4;1;6
11;260.0;6.5;1;6
12;240.0;8.2;1;6
13;250.0;12.3;1;6
14;240.0;9.3;1;6
15;230.0;12.7;1;6
16;250.0;12.3;1;6
17;230.0;9.9;1;6
18;270.0;8.6;1;6
19;240.0;6.2;1;6
20;240.0;9.2;1;6
21;260.0;9.1;1;6
22;270.0;10.1;1;6
23;270.0;9.4;1;6
0;270.0;9.7;2;2
1;270.0;8.5;2;2
2;280.0;8.1;2;2
3;270.0;10.2;2;2
4;270.0;9.8;2;2
5;270.0;9.9;2;2
6;270.0;8.6;2;2
7;250.0;8.3;2;2
8;270.0;8.3;2;2
9;240.0;6.6;2;2
10;250.0;8.2;2;2
11;;;2;2
12;240.0;7.6;2;2
13;260.0;7.1;2;2
14;230.0;7.1;2;2
15;230.0;7.1;2;2
16;230.0;7.9;2;2
17;260.0;9.0;2;2
18;240.0;6.5;2;2
19;220.0;6.9;2;2
20;230.0;7.8;2;2
21;240.0;10.4;2;2
22;250.0;8.9;2;2
23;260.0;8.6;2;2
0;240.0;9.4;3;3
1;260.0;9.4;3;3
2;230.0;8.9;3;3
3;230.0;9.3;3;3
4;230.0;8.3;3;3
5;220.0;6.1;3;3
6;220.0;9.2;3;3
7;220.0;8.9;3;3
8;220.0;7.7;3;3
9;210.0;10.0;3;3
10;210.0;11.6;3;3
11;210.0;11.4;3;3
12;220.0;14.0;3;3
13;220.0;8.2;3;3
14;210.0;7.2;3;3
15;210.0;14.5;3;3
16;210.0;12.5;3;3
17;210.0;11.5;3;3
18;210.0;9.4;3;3
19;210.0;9.9;3;3
20;210.0;8.4;3;3
21;230.0;9.7;3;3
22;290.0;9.3;3;3
23;280.0;9.3;3;3
0;270.0;9.2;4;6
1;240.0;7.8;4;6
2;260.0;7.7;4;6
3;270.0;8.3;4;6
4;280.0;7.9;4;6
5;290.0;8.3;4;6
6;280.0;8.2;4;6
7;280.0;7.8;4;6
8;300.0;6.3;4;6
9;300.0;4.3;4;6
10;310.0;4.1;4;6
11;280.0;4.2;4;6
12;240.0;6.6;4;6
13;280.0;4.4;4;6
14;280.0;3.7;4;6
15;270.0;6.1;4;6
16;280.0;4.6;4;6
17;300.0;7.1;4;6
18;320.0;8.6;4;6
19;320.0;9.8;4;6
20;310.0;6.1;4;6
21;300.0;6.2;4;6
22;300.0;7.4;4;6
23;300.0;6.7;4;6
0;300.0;7.1;5;1
1;300.0;8.3;5;1
2;300.0;9.0;5;1
3;290.0;9.0;5;1
4;300.0;8.6;5;1
5;290.0;6.3;5;1
6;290.0;7.9;5;1
7;290.0;7.4;5;1
8;290.0;6.7;5;1
9;290.0;6.1;5;1
10;300.0;6.3;5;1
11;310.0;5.3;5;1
12;290.0;7.4;5;1
13;300.0;7.9;5;1
14;320.0;13.1;5;1
15;330.0;9.3;5;1
16;310.0;11.8;5;1
17;340.0;6.5;5;1
18;320.0;10.5;5;1
19;330.0;9.8;5;1
20;330.0;6.6;5;1
21;330.0;6.7;5;1
22;330.0;6.9;5;1
23;320.0;5.6;5;1
0;320.0;9.0;6;4
1;330.0;7.4;6;4
2;320.0;10.3;6;4
3;330.0;10.2;6;4
4;330.0;10.4;6;4
5;330.0;8.9;6;4
6;330.0;8.6;6;4
7;330.0;7.2;6;4
8;340.0;5.3;6;4
9;340.0;4.3;6;4
10;330.0;6.1;6;4
11;330.0;8.8;6;4
12;350.0;5.3;6;4
13;330.0;8.3;6;4
14;340.0;6.2;6;4
15;330.0;6.7;6;4
16;320.0;7.2;6;4
17;320.0;8.5;6;4
18;330.0;6.1;6;4
19;350.0;3.8;6;4
20;10.0;2.6;6;4
21;20.0;4.2;6;4
22;50.0;4.2;6;4
23;40.0;5.5;6;4
0;60.0;3.9;7;6
1;90.0;2.7;7;6
2;110.0;2.5;7;6
3;140.0;0.9;7;6
4;170.0;1.0;7;6
5;190.0;2.1;7;6
6;210.0;3.2;7;6
7;210.0;3.7;7;6
8;230.0;1.2;7;6
9;220.0;1.2;7;6
10;240.0;1.7;7;6
11;240.0;1.8;7;6
12;260.0;1.1;7;6
13;240.0;2.3;7;6
14;220.0;2.7;7;6
15;220.0;2.5;7;6
16;220.0;2.3;7;6
17;210.0;4.6;7;6
18;210.0;4.8;7;6
19;210.0;2.4;7;6
20;210.0;4.0;7;6
21;220.0;5.6;7;6
22;230.0;7.1;7;6
23;240.0;10.1;7;6
0;250.0;11.2;8;2
1;250.0;7.2;8;2
2;250.0;6.3;8;2
3;250.0;6.0;8;2
4;250.0;3.6;8;2
5;250.0;6.2;8;2
6;250.0;5.5;8;2
7;250.0;3.9;8;2
8;290.0;4.8;8;2
9;290.0;4.1;8;2
10;300.0;3.2;8;2
11;320.0;6.0;8;2
12;330.0;7.6;8;2
13;330.0;6.3;8;2
14;310.0;5.5;8;2
15;320.0;7.8;8;2
16;320.0;8.9;8;2
17;320.0;8.7;8;2
18;330.0;6.9;8;2
19;320.0;11.0;8;2
20;330.0;9.8;8;2
21;330.0;8.4;8;2
22;330.0;7.5;8;2
23;330.0;6.5;8;2
0;340.0;7.6;9;5
1;340.0;6.6;9;5
2;340.0;5.4;9;5
3;330.0;4.7;9;5
4;330.0;4.7;9;5
5;320.0;3.9;9;5
6;290.0;3.2;9;5
7;290.0;3.9;9;5
8;280.0;5.7;9;5
9;270.0;6.2;9;5
10;230.0;3.5;9;5
11;250.0;3.1;9;5
12;250.0;3.8;9;5
13;240.0;1.7;9;5
14;230.0;3.5;9;5
15;230.0;4.3;9;5
16;230.0;5.5;9;5
17;230.0;1.9;9;5
18;230.0;4.0;9;5
19;230.0;1.6;9;5
20;240.0;3.5;9;5
21;240.0;4.5;9;5
22;230.0;5.1;9;5
23;270.0;4.6;9;5
0;240.0;5.4;10;7
1;230.0;5.0;10;7
2;260.0;4.0;10;7
3;300.0;4.1;10;7
4;300.0;4.5;10;7
5;300.0;3.6;10;7
6;330.0;8.9;10;7
7;320.0;6.4;10;7
8;330.0;7.5;10;7
9;330.0;7.8;10;7
10;320.0;9.5;10;7
11;330.0;5.0;10;7
12;330.0;6.4;10;7
13;340.0;7.7;10;7
14;330.0;7.1;10;7
15;330.0;8.0;10;7
16;320.0;6.1;10;7
17;310.0;7.9;10;7
18;310.0;6.9;10;7
19;320.0;7.6;10;7
20;320.0;6.7;10;7
21;320.0;8.6;10;7
22;340.0;4.2;10;7
23;340.0;3.7;10;7
0;320.0;7.6;11;3
1;330.0;5.3;11;3
2;340.0;5.6;11;3
3;330.0;1.8;11;3
4;320.0;1.5;11;3
5;310.0;1.9;11;3
6;310.0;2.7;11;3
7;320.0;3.3;11;3
8;320.0;3.0;11;3
9;320.0;4.4;11;3
10;310.0;6.0;11;3
11;320.0;7.9;11;3
12;320.0;9.7;11;3
13;330.0;5.3;11;3
14;340.0;9.6;11;3
15;340.0;7.0;11;3
16;340.0;6.5;11;3
17;0.0;6.7;11;3
18;340.0;4.4;11;3
19;350.0;5.5;11;3
20;350.0;5.2;11;3
21;340.0;5.1;11;3
22;340.0;5.3;11;3
23;340.0;5.9;11;3
0;350.0;4.6;12;5
1;340.0;5.6;12;5
2;340.0;6.7;12;5
3;320.0;6.3;12;5
4;330.0;7.1;12;5
5;330.0;4.3;12;5
6;320.0;6.8;12;5
7;330.0;5.3;12;5
8;330.0;4.6;12;5
9;330.0;2.9;12;5
10;340.0;6.5;12;5
11;10.0;3.5;12;5
12;350.0;4.3;12;5
13;340.0;4.4;12;5
14;330.0;3.4;12;5
15;340.0;1.3;12;5
16;330.0;3.3;12;5
17;320.0;2.1;12;5
18;300.0;2.8;12;5
19;350.0;1.0;12;5
20;20.0;0.1;12;5
21;140.0;2.3;12;5
22;160.0;4.3;12;5
23;170.0;5.7;12;5
0;180.0;6.0;4;1
1;200.0;8.7;4;1
2;200.0;10.1;4;1
3;200.0;9.6;4;1
4;200.0;10.9;4;1
5;210.0;7.3;4;1
6;210.0;8.7;4;1
7;220.0;7.3;4;1
8;210.0;6.1;4;1
9;210.0;5.4;4;1
10;200.0;6.1;4;1
11;200.0;6.6;4;1
12;210.0;6.5;4;1
13;220.0;7.2;4;1
14;200.0;7.8;4;1
15;220.0;8.5;4;1
16;200.0;8.6;4;1
17;190.0;8.3;4;1
18;200.0;9.3;4;1
19;190.0;7.4;4;1
20;180.0;9.0;4;1
21;180.0;13.0;4;1
22;180.0;11.7;4;1
23;200.0;11.6;4;1
0;200.0;14.6;4;2
1;200.0;13.6;4;2
2;200.0;12.7;4;2
3;210.0;13.5;4;2
4;210.0;11.4;4;2
5;210.0;9.7;4;2
6;210.0;11.2;4;2
7;220.0;7.6;4;2
8;260.0;7.6;4;2
9;300.0;7.3;4;2
10;300.0;4.9;4;2
11;300.0;5.8;4;2
12;290.0;4.9;4;2
13;270.0;2.4;4;2
14;260.0;2.6;4;2
15;290.0;2.7;4;2
16;300.0;1.8;4;2
17;290.0;3.2;4;2
18;280.0;3.2;4;2
19;280.0;3.1;4;2
20;290.0;4.0;4;2
21;290.0;5.4;4;2
22;290.0;3.7;4;2
23;290.0;3.9;4;2
0;280.0;5.2;4;3
1;280.0;6.2;4;3
2;280.0;6.5;4;3
3;290.0;5.5;4;3
4;290.0;6.6;4;3
5;300.0;8.1;4;3
6;300.0;7.6;4;3
7;310.0;4.6;4;3
8;290.0;3.3;4;3
9;290.0;3.0;4;3
10;290.0;3.9;4;3
11;280.0;5.3;4;3
12;290.0;5.4;4;3
13;290.0;6.5;4;3
14;280.0;7.2;4;3
15;270.0;4.7;4;3
16;290.0;6.3;4;3
17;270.0;7.9;4;3
18;270.0;4.8;4;3
19;260.0;5.0;4;3
20;240.0;6.8;4;3
21;270.0;4.6;4;3
22;270.0;6.4;4;3
23;240.0;7.1;4;3
0;290.0;8.3;4;4
1;290.0;9.2;4;4
2;290.0;7.5;4;4
3;290.0;7.3;4;4
4;300.0;8.2;4;4
5;290.0;5.8;4;4
6;300.0;6.3;4;4
7;290.0;5.0;4;4
8;270.0;4.4;4;4
9;240.0;4.7;4;4
10;230.0;5.5;4;4
11;270.0;5.5;4;4
12;270.0;7.6;4;4
13;230.0;8.6;4;4
14;230.0;9.8;4;4
15;200.0;8.0;4;4
16;190.0;9.4;4;4
17;200.0;9.2;4;4
18;210.0;9.6;4;4
19;270.0;6.7;4;4
20;280.0;7.6;4;4
21;280.0;7.4;4;4
22;290.0;10.0;4;4
23;290.0;9.2;4;4
0;320.0;10.2;4;5
1;340.0;10.6;4;5
2;330.0;10.6;4;5
3;330.0;10.4;4;5
4;310.0;10.1;4;5
5;310.0;10.6;4;5
6;300.0;9.5;4;5
7;300.0;9.9;4;5
8;300.0;10.2;4;5
9;300.0;10.4;4;5
10;300.0;7.5;4;5
11;300.0;9.6;4;5
12;280.0;4.8;4;5
13;290.0;5.9;4;5
14;300.0;6.1;4;5
15;300.0;8.8;4;5
16;300.0;8.3;4;5
17;290.0;4.0;4;5
18;320.0;5.4;4;5
19;280.0;4.3;4;5
20;290.0;5.1;4;5
21;300.0;8.3;4;5
22;290.0;6.9;4;5
23;290.0;11.2;4;5
0;280.0;7.2;4;6
1;300.0;10.0;4;6
2;290.0;7.6;4;6
3;300.0;9.9;4;6
4;300.0;8.0;4;6
5;290.0;9.0;4;6
6;280.0;8.4;4;6
7;290.0;7.8;4;6
8;290.0;6.6;4;6
9;280.0;6.0;4;6
10;280.0;5.3;4;6
11;290.0;4.7;4;6
12;300.0;5.9;4;6
13;300.0;6.1;4;6
14;300.0;6.6;4;6
15;290.0;5.0;4;6
16;280.0;6.1;4;6
17;300.0;9.3;4;6
18;290.0;8.2;4;6
19;300.0;6.2;4;6
20;290.0;6.7;4;6
21;290.0;8.0;4;6
22;280.0;5.5;4;6
23;290.0;5.8;4;6
0;290.0;5.1;4;7
1;280.0;6.1;4;7
2;270.0;5.9;4;7
3;280.0;3.8;4;7
4;280.0;4.2;4;7
5;280.0;3.5;4;7
6;270.0;3.4;4;7
7;280.0;2.8;4;7
8;270.0;2.8;4;7
9;270.0;2.1;4;7
10;240.0;2.7;4;7
11;230.0;1.1;4;7
12;200.0;2.5;4;7
13;190.0;1.1;4;7
14;240.0;1.2;4;7
15;240.0;1.4;4;7
16;300.0;4.5;4;7
17;340.0;2.8;4;7
18;30.0;1.0;4;7
19;100.0;4.0;4;7
20;90.0;1.8;4;7
21;120.0;0.1;4;7
22;350.0;0.6;4;7
23;50.0;2.0;4;7
0;360.0;1.3;4;1
1;50.0;3.5;4;1
2;60.0;2.8;4;1
3;50.0;4.0;4;1
4;40.0;5.5;4;1
5;40.0;5.7;4;1
6;50.0;6.2;4;1
7;60.0;5.9;4;1
8;50.0;5.3;4;1
9;40.0;4.3;4;1
10;30.0;4.0;4;1
11;10.0;4.4;4;1
12;30.0;3.6;4;1
13;30.0;2.9;4;1
14;60.0;2.8;4;1
15;20.0;5.3;4;1
16;10.0;4.2;4;1
17;20.0;4.3;4;1
18;30.0;6.9;4;1
19;360.0;4.4;4;1
20;30.0;6.2;4;1
21;0.0;7.0;4;1
22;40.0;7.8;4;1
23;20.0;5.3;4;1
0;30.0;6.3;4;2
1;40.0;9.3;4;2
2;30.0;6.2;4;2
3;30.0;7.5;4;2
4;30.0;9.3;4;2
5;20.0;8.6;4;2
6;30.0;6.7;4;2
7;30.0;8.8;4;2
8;30.0;5.8;4;2
9;20.0;5.2;4;2
10;30.0;8.6;4;2
11;30.0;9.9;4;2
12;40.0;6.8;4;2
13;360.0;6.4;4;2
14;350.0;6.7;4;2
15;20.0;6.9;4;2
16;350.0;7.0;4;2
17;340.0;7.9;4;2
18;340.0;7.4;4;2
19;350.0;7.1;4;2
20;20.0;8.2;4;2
21;340.0;7.1;4;2
22;360.0;6.8;4;2
23;350.0;5.2;4;2
0;340.0;6.8;4;3
1;340.0;7.5;4;3
2;340.0;6.8;4;3
3;340.0;7.0;4;3
4;350.0;7.8;4;3
5;350.0;7.8;4;3
6;340.0;10.0;4;3
7;350.0;8.3;4;3
8;350.0;7.3;4;3
9;350.0;6.6;4;3
10;10.0;7.1;4;3
11;340.0;9.5;4;3
12;350.0;9.0;4;3
13;340.0;8.4;4;3
14;340.0;10.0;4;3
15;350.0;9.5;4;3
16;350.0;10.5;4;3
17;340.0;11.3;4;3
18;10.0;8.5;4;3
19;350.0;8.0;4;3
20;340.0;10.2;4;3
21;330.0;6.8;4;3
22;320.0;9.1;4;3
23;330.0;11.1;4;3
0;330.0;12.0;4;4
1;330.0;8.8;4;4
2;330.0;9.0;4;4
3;330.0;7.6;4;4
4;320.0;7.6;4;4
5;310.0;8.9;4;4
6;290.0;7.5;4;4
7;310.0;7.4;4;4
8;300.0;7.6;4;4
9;300.0;7.4;4;4
10;310.0;8.3;4;4
11;320.0;11.9;4;4
12;310.0;11.5;4;4
13;320.0;9.6;4;4
14;310.0;8.9;4;4
15;300.0;10.6;4;4
16;330.0;9.7;4;4
17;320.0;11.1;4;4
18;330.0;7.1;4;4
19;320.0;8.6;4;4
20;340.0;5.9;4;4
21;50.0;4.8;4;4
22;60.0;3.2;4;4
23;80.0;1.2;4;4
0;80.0;2.0;4;5
1;190.0;2.0;4;5
2;170.0;1.4;4;5
3;170.0;3.3;4;5
4;160.0;2.4;4;5
5;160.0;0.5;4;5
6;170.0;2.6;4;5
7;160.0;3.6;4;5
8;170.0;2.2;4;5
9;170.0;3.7;4;5
10;180.0;2.9;4;5
11;160.0;0.8;4;5
12;210.0;2.0;4;5
13;220.0;2.0;4;5
14;240.0;1.9;4;5
15;180.0;2.1;4;5
16;230.0;1.3;4;5
17;240.0;3.6;4;5
18;260.0;1.7;4;5
19;260.0;2.2;4;5
20;250.0;1.9;4;5
21;250.0;2.4;4;5
22;250.0;2.9;4;5
23;250.0;4.0;4;5
0;250.0;4.4;4;6
1;250.0;3.0;4;6
2;310.0;2.5;4;6
3;310.0;6.4;4;6
4;300.0;7.2;4;6
5;300.0;7.3;4;6
6;290.0;5.1;4;6
7;290.0;5.3;4;6
8;290.0;3.2;4;6
9;270.0;2.8;4;6
10;280.0;3.7;4;6
11;260.0;1.9;4;6
12;300.0;1.9;4;6
13;240.0;1.5;4;6
14;220.0;2.3;4;6
15;220.0;1.2;4;6
16;240.0;2.2;4;6
17;350.0;1.3;4;6
18;230.0;0.5;4;6
19;250.0;1.0;4;6
20;300.0;0.8;4;6
21;310.0;2.0;4;6
22;320.0;2.0;4;6
23;350.0;3.1;4;6
0;30.0;5.8;4;7
1;360.0;2.4;4;7
2;360.0;1.9;4;7
3;30.0;3.2;4;7
4;40.0;2.5;4;7
5;20.0;1.5;4;7
6;330.0;1.5;4;7
7;340.0;0.8;4;7
8;350.0;1.0;4;7
9;10.0;1.6;4;7
10;0.0;1.4;4;7
11;310.0;3.6;4;7
12;320.0;3.5;4;7
13;310.0;3.8;4;7
14;320.0;4.3;4;7
15;300.0;1.3;4;7
16;20.0;1.6;4;7
17;300.0;1.5;4;7
18;320.0;4.0;4;7
19;310.0;1.3;4;7
20;340.0;2.6;4;7
21;20.0;1.6;4;7
22;70.0;3.6;4;7
23;70.0;3.2;4;7
0;80.0;2.4;4;1
1;100.0;3.2;4;1
2;140.0;2.4;4;1
3;140.0;1.6;4;1
4;150.0;0.5;4;1
5;120.0;0.4;4;1
6;120.0;0.2;4;1
7;130.0;0.4;4;1
8;90.0;0.2;4;1
9;80.0;1.4;4;1
10;90.0;3.0;4;1
11;340.0;0.8;4;1
12;320.0;1.9;4;1
13;310.0;2.3;4;1
14;330.0;3.7;4;1
15;330.0;6.7;4;1
16;320.0;5.2;4;1
17;330.0;6.5;4;1
18;340.0;4.7;4;1
19;310.0;5.6;4;1
20;310.0;7.0;4;1
21;320.0;4.6;4;1
22;330.0;7.0;4;1
23;330.0;5.5;4;1
0;330.0;7.2;4;2
1;340.0;5.7;4;2
2;330.0;5.6;4;2
3;320.0;6.4;4;2
4;330.0;4.8;4;2
5;340.0;4.4;4;2
6;320.0;5.2;4;2
7;320.0;3.0;4;2
8;330.0;3.6;4;2
9;300.0;4.9;4;2
10;310.0;4.8;4;2
11;310.0;5.6;4;2
12;300.0;5.6;4;2
13;290.0;4.9;4;2
14;320.0;5.6;4;2
15;310.0;2.3;4;2
16;280.0;4.0;4;2
17;250.0;1.3;4;2
18;280.0;3.4;4;2
19;260.0;1.7;4;2
20;260.0;2.5;4;2
21;240.0;3.1;4;2
22;180.0;1.7;4;2
23;170.0;1.9;4;2
0;170.0;7.7;4;3
1;180.0;11.3;4;3
2;180.0;6.1;4;3
3;190.0;7.2;4;3
4;200.0;12.3;4;3
5;220.0;5.1;4;3
6;220.0;7.9;4;3
7;190.0;6.7;4;3
8;220.0;7.0;4;3
9;220.0;4.5;4;3
10;230.0;6.9;4;3
11;230.0;6.8;4;3
12;280.0;5.6;4;3
13;280.0;7.0;4;3
14;290.0;13.5;4;3
15;290.0;11.3;4;3
16;300.0;10.3;4;3
17;300.0;11.4;4;3
18;280.0;12.1;4;3
19;300.0;10.9;4;3
20;310.0;11.8;4;3
21;300.0;10.7;4;3
22;300.0;9.1;4;3
23;300.0;8.5;4;3
0;310.0;11.5;4;4
1;300.0;7.8;4;4
2;300.0;7.6;4;4
3;300.0;8.7;4;4
4;300.0;9.9;4;4
5;300.0;7.6;4;4
6;310.0;6.9;4;4
7;320.0;7.6;4;4
8;320.0;5.0;4;4
9;310.0;5.0;4;4
10;310.0;4.4;4;4
11;320.0;2.5;4;4
12;310.0;1.8;4;4
13;340.0;2.4;4;4
14;10.0;2.0;4;4
15;360.0;2.5;4;4
16;350.0;0.9;4;4
17;30.0;1.1;4;4
18;20.0;1.2;4;4
19;40.0;1.7;4;4
20;40.0;2.9;4;4
21;60.0;4.3;4;4
22;70.0;6.1;4;4
23;90.0;7.7;4;4
0;80.0;8.9;1;7
1;100.0;6.1;1;7
2;140.0;4.0;1;7
3;140.0;2.6;1;7
4;130.0;2.0;1;7
5;140.0;3.4;1;7
6;90.0;2.3;1;7
7;100.0;2.7;1;7
8;80.0;2.4;1;7
9;80.0;4.2;1;7
10;90.0;5.9;1;7
11;90.0;5.1;1;7
12;60.0;4.3;1;7
13;80.0;3.4;1;7
14;50.0;3.9;1;7
15;70.0;3.2;1;7
16;60.0;2.5;1;7
17;60.0;3.8;1;7
18;80.0;4.8;1;7
19;80.0;5.4;1;7
20;90.0;5.9;1;7
21;90.0;7.9;1;7
22;90.0;6.3;1;7
23;90.0;4.6;1;7
0;100.0;7.6;2;3
1;110.0;6.9;2;3
2;140.0;7.0;2;3
3;160.0;4.6;2;3
4;160.0;5.2;2;3
5;140.0;3.9;2;3
6;110.0;3.6;2;3
7;140.0;6.1;2;3
8;140.0;5.5;2;3
9;140.0;4.5;2;3
10;110.0;6.6;2;3
11;110.0;6.0;2;3
12;120.0;3.8;2;3
13;120.0;6.4;2;3
14;160.0;6.1;2;3
15;150.0;6.0;2;3
16;150.0;5.8;2;3
17;150.0;5.8;2;3
18;150.0;6.4;2;3
19;160.0;4.9;2;3
20;160.0;7.0;2;3
21;160.0;8.2;2;3
22;160.0;5.4;2;3
23;150.0;5.9;2;3
0;160.0;4.3;3;4
1;160.0;5.7;3;4
2;160.0;5.9;3;4
3;160.0;7.7;3;4
4;160.0;7.2;3;4
5;160.0;6.9;3;4
6;160.0;7.3;3;4
7;160.0;5.0;3;4
8;150.0;3.4;3;4
9;150.0;3.7;3;4
10;150.0;4.3;3;4
11;150.0;5.9;3;4
12;160.0;4.5;3;4
13;160.0;5.4;3;4
14;160.0;6.3;3;4
15;170.0;6.7;3;4
16;180.0;6.4;3;4
17;170.0;12.8;3;4
18;280.0;5.9;3;4
19;290.0;3.4;3;4
20;170.0;3.0;3;4
21;160.0;5.9;3;4
22;220.0;2.9;3;4
23;200.0;3.7;3;4
0;190.0;5.8;4;7
1;200.0;7.0;4;7
2;210.0;10.6;4;7
3;210.0;8.4;4;7
4;200.0;9.2;4;7
5;200.0;8.2;4;7
6;190.0;7.5;4;7
7;180.0;7.0;4;7
8;170.0;8.8;4;7
9;170.0;8.9;4;7
10;160.0;5.9;4;7
11;150.0;3.4;4;7
12;130.0;2.3;4;7
13;170.0;2.5;4;7
14;140.0;1.9;4;7
15;130.0;1.8;4;7
16;170.0;1.3;4;7
17;270.0;0.3;4;7
18;340.0;0.7;4;7
