time;_V0_;| V0 |;season;week_day
0;300.0;9.0;1;3
1;300.0;9.1;1;3
2;320.0;4.8;1;3
3;320.0;9.1;1;3
4;330.0;7.9;1;3
5;330.0;7.4;1;3
6;340.0;7.9;1;3
7;350.0;8.9;1;3
8;350.0;8.1;1;3
9;20.0;6.3;1;3
10;340.0;8.1;1;3
11;350.0;7.7;1;3
12;350.0;5.5;1;3
13;340.0;4.8;1;3
14;320.0;6.7;1;3
15;320.0;7.8;1;3
16;310.0;7.4;1;3
17;290.0;8.7;1;3
18;310.0;7.6;1;3
19;300.0;8.4;1;3
20;300.0;8.4;1;3
21;300.0;7.2;1;3
22;290.0;6.9;1;3
23;280.0;5.3;1;3
0;280.0;6.5;2;6
1;270.0;7.9;2;6
2;270.0;8.4;2;6
3;240.0;7.9;2;6
4;250.0;8.9;2;6
5;240.0;9.4;2;6
6;270.0;10.0;2;6
7;270.0;10.2;2;6
8;270.0;8.3;2;6
9;270.0;10.9;2;6
10;270.0;11.9;2;6
11;270.0;11.2;2;6
12;280.0;8.0;2;6
13;280.0;8.5;2;6
14;280.0;8.4;2;6
15;290.0;9.1;2;6
16;290.0;9.0;2;6
17;300.0;9.6;2;6
18;300.0;7.8;2;6
19;290.0;7.6;2;6
20;290.0;7.9;2;6
21;300.0;8.4;2;6
22;300.0;8.8;2;6
23;290.0;7.1;2;6
0;300.0;6.3;3;7
1;290.0;7.5;3;7
2;280.0;5.7;3;7
3;280.0;7.1;3;7
4;280.0;7.3;3;7
5;270.0;7.8;3;7
6;260.0;6.0;3;7
7;270.0;8.1;3;7
8;240.0;5.4;3;7
9;260.0;8.4;3;7
10;240.0;7.8;3;7
11;240.0;7.5;3;7
12;240.0;7.8;3;7
13;260.0;8.3;3;7
14;240.0;9.4;3;7
15;240.0;9.9;3;7
16;240.0;9.0;3;7
17;230.0;6.1;3;7
18;230.0;8.6;3;7
19;230.0;10.4;3;7
20;240.0;10.3;3;7
21;230.0;9.5;3;7
22;230.0;10.1;3;7
23;230.0;10.2;3;7
0;230.0;8.5;4;3
1;230.0;10.3;4;3
2;230.0;8.9;4;3
3;230.0;10.6;4;3
4;230.0;10.5;4;3
5;230.0;9.7;4;3
6;230.0;9.0;4;3
7;230.0;10.3;4;3
8;270.0;6.5;4;3
9;220.0;6.7;4;3
10;240.0;7.3;4;3
11;220.0;7.3;4;3
12;220.0;7.3;4;3
13;220.0;4.8;4;3
14;200.0;6.0;4;3
15;220.0;6.7;4;3
16;230.0;6.5;4;3
17;230.0;9.6;4;3
18;240.0;7.7;4;3
19;260.0;8.3;4;3
20;260.0;7.0;4;3
21;250.0;8.8;4;3
22;240.0;10.1;4;3
23;240.0;5.4;4;3
0;230.0;9.3;5;5
1;240.0;9.0;5;5
2;260.0;9.6;5;5
3;270.0;7.5;5;5
4;270.0;6.6;5;5
5;280.0;6.6;5;5
6;280.0;8.6;5;5
7;270.0;8.4;5;5
8;250.0;7.9;5;5
9;270.0;8.0;5;5
10;280.0;4.6;5;5
11;270.0;5.3;5;5
12;290.0;6.5;5;5
13;290.0;8.4;5;5
14;290.0;5.6;5;5
15;290.0;7.1;5;5
16;310.0;5.4;5;5
17;300.0;6.9;5;5
18;320.0;8.7;5;5
19;320.0;7.1;5;5
20;300.0;6.4;5;5
21;300.0;7.6;5;5
22;300.0;6.3;5;5
23;300.0;6.6;5;5
0;310.0;6.8;6;1
1;300.0;4.9;6;1
2;310.0;4.4;6;1
3;320.0;3.7;6;1
4;320.0;4.1;6;1
5;330.0;2.7;6;1
6;340.0;2.7;6;1
7;350.0;1.9;6;1
8;350.0;2.2;6;1
9;350.0;1.6;6;1
10;340.0;0.7;6;1
11;300.0;0.0;6;1
12;240.0;0.0;6;1
13;260.0;0.9;6;1
14;250.0;0.7;6;1
15;240.0;1.8;6;1
16;260.0;0.9;6;1
17;250.0;2.6;6;1
18;250.0;3.7;6;1
19;250.0;3.4;6;1
20;230.0;3.2;6;1
21;240.0;3.5;6;1
22;220.0;3.2;6;1
23;230.0;3.5;6;1
0;230.0;4.0;7;3
1;230.0;5.2;7;3
2;230.0;3.8;7;3
3;230.0;3.6;7;3
4;230.0;4.0;7;3
5;220.0;3.8;7;3
6;230.0;3.3;7;3
7;230.0;3.2;7;3
8;240.0;2.7;7;3
9;230.0;2.8;7;3
10;240.0;2.2;7;3
11;240.0;2.4;7;3
12;240.0;2.2;7;3
13;250.0;2.4;7;3
14;250.0;2.7;7;3
15;240.0;1.9;7;3
16;250.0;0.9;7;3
17;250.0;1.4;7;3
18;250.0;3.6;7;3
19;250.0;1.4;7;3
20;250.0;2.8;7;3
21;260.0;2.9;7;3
22;260.0;2.0;7;3
23;260.0;1.7;7;3
0;250.0;3.4;8;6
1;250.0;3.3;8;6
2;250.0;3.0;8;6
3;250.0;3.0;8;6
4;250.0;3.8;8;6
5;250.0;3.4;8;6
6;250.0;2.6;8;6
7;250.0;2.8;8;6
8;250.0;3.2;8;6
9;250.0;3.7;8;6
10;250.0;3.4;8;6
11;240.0;3.8;8;6
12;250.0;3.6;8;6
13;240.0;3.3;8;6
14;240.0;4.0;8;6
15;240.0;4.1;8;6
16;250.0;2.1;8;6
17;240.0;1.9;8;6
18;240.0;5.1;8;6
19;240.0;4.1;8;6
20;230.0;4.7;8;6
21;230.0;4.5;8;6
22;230.0;5.1;8;6
23;220.0;8.3;8;6
0;230.0;8.2;9;2
1;230.0;5.2;9;2
2;220.0;5.5;9;2
3;230.0;6.1;9;2
4;230.0;5.0;9;2
5;220.0;6.0;9;2
6;230.0;6.5;9;2
7;230.0;6.0;9;2
8;240.0;5.3;9;2
9;240.0;4.9;9;2
10;260.0;7.4;9;2
11;250.0;4.5;9;2
12;260.0;3.2;9;2
13;270.0;7.7;9;2
14;290.0;4.6;9;2
15;290.0;5.8;9;2
16;290.0;4.8;9;2
17;280.0;7.8;9;2
18;280.0;8.4;9;2
19;290.0;3.7;9;2
20;290.0;4.9;9;2
21;300.0;4.8;9;2
22;300.0;4.1;9;2
23;300.0;3.8;9;2
0;290.0;3.4;10;4
1;290.0;4.4;10;4
2;270.0;2.7;10;4
3;270.0;4.5;10;4
4;260.0;3.5;10;4
5;270.0;5.6;10;4
6;260.0;3.4;10;4
7;250.0;3.4;10;4
8;250.0;3.8;10;4
9;260.0;2.2;10;4
10;260.0;5.7;10;4
11;260.0;1.7;10;4
12;260.0;1.7;10;4
13;260.0;3.3;10;4
14;260.0;2.6;10;4
15;260.0;1.8;10;4
16;260.0;2.0;10;4
17;260.0;1.0;10;4
18;250.0;2.3;10;4
19;260.0;2.8;10;4
20;260.0;2.4;10;4
21;270.0;2.9;10;4
22;270.0;1.6;10;4
23;290.0;3.6;10;4
0;300.0;1.9;11;7
1;300.0;1.2;11;7
2;300.0;0.0;11;7
3;100.0;0.0;11;7
4;160.0;1.2;11;7
5;160.0;1.0;11;7
6;170.0;1.2;11;7
7;170.0;0.4;11;7
8;120.0;0.3;11;7
9;90.0;3.6;11;7
10;100.0;5.1;11;7
11;110.0;3.6;11;7
12;90.0;5.0;11;7
13;80.0;1.7;11;7
14;40.0;2.7;11;7
15;40.0;3.3;11;7
16;20.0;1.9;11;7
17;350.0;3.5;11;7
18;340.0;3.6;11;7
19;340.0;7.1;11;7
20;340.0;4.9;11;7
21;340.0;5.4;11;7
22;350.0;6.3;11;7
23;350.0;4.7;11;7
0;330.0;4.6;12;2
1;340.0;2.6;12;2
2;320.0;2.8;12;2
3;320.0;4.9;12;2
4;320.0;5.9;12;2
5;300.0;5.0;12;2
6;300.0;5.0;12;2
7;300.0;5.9;12;2
8;290.0;8.6;12;2
9;280.0;9.8;12;2
10;280.0;12.8;12;2
11;250.0;14.5;12;2
12;240.0;15.9;12;2
13;240.0;12.7;12;2
14;230.0;14.2;12;2
15;230.0;13.3;12;2
16;240.0;11.9;12;2
17;270.0;8.8;12;2
18;270.0;12.0;12;2
19;270.0;10.9;12;2
20;270.0;10.1;12;2
21;270.0;11.3;12;2
22;250.0;8.6;12;2
23;270.0;8.8;12;2
0;250.0;12.2;1;1
1;270.0;11.5;1;1
2;270.0;12.6;1;1
3;270.0;12.3;1;1
4;280.0;11.5;1;1
5;280.0;11.8;1;1
6;280.0;8.9;1;1
7;280.0;8.1;1;1
8;290.0;9.2;1;1
9;280.0;9.6;1;1
10;290.0;10.4;1;1
11;300.0;11.9;1;1
12;290.0;9.5;1;1
13;290.0;6.2;1;1
14;300.0;10.3;1;1
15;300.0;11.5;1;1
16;300.0;11.0;1;1
17;300.0;8.7;1;1
18;310.0;10.4;1;1
19;310.0;7.9;1;1
20;310.0;7.1;1;1
21;300.0;9.0;1;1
22;300.0;9.8;1;1
23;290.0;7.6;1;1
0;280.0;7.1;1;2
1;270.0;7.0;1;2
2;280.0;9.9;1;2
3;290.0;7.5;1;2
4;290.0;7.4;1;2
5;290.0;5.9;1;2
6;280.0;4.4;1;2
7;280.0;4.8;1;2
8;270.0;6.6;1;2
9;280.0;6.1;1;2
10;280.0;4.1;1;2
11;280.0;5.3;1;2
12;280.0;4.4;1;2
13;280.0;4.7;1;2
14;300.0;4.1;1;2
15;290.0;5.5;1;2
16;290.0;5.3;1;2
17;290.0;7.1;1;2
18;290.0;6.3;1;2
19;240.0;5.8;1;2
20;280.0;6.4;1;2
21;270.0;8.9;1;2
22;280.0;8.0;1;2
23;280.0;5.9;1;2
0;280.0;9.0;1;3
1;280.0;6.6;1;3
2;270.0;8.8;1;3
3;270.0;7.7;1;3
4;240.0;8.7;1;3
5;240.0;8.1;1;3
6;220.0;8.7;1;3
7;230.0;10.8;1;3
8;230.0;9.5;1;3
9;230.0;12.0;1;3
10;220.0;10.6;1;3
11;220.0;7.5;1;3
12;220.0;8.3;1;3
13;220.0;11.5;1;3
14;230.0;11.0;1;3
15;230.0;12.2;1;3
16;230.0;11.8;1;3
17;220.0;9.0;1;3
18;230.0;11.9;1;3
19;230.0;13.1;1;3
20;230.0;12.6;1;3
21;230.0;12.3;1;3
22;230.0;13.0;1;3
23;240.0;13.4;1;3
0;240.0;11.6;1;4
1;240.0;12.2;1;4
2;260.0;13.4;1;4
3;260.0;14.4;1;4
4;240.0;11.4;1;4
5;240.0;11.2;1;4
6;260.0;11.0;1;4
7;250.0;11.2;1;4
8;240.0;8.2;1;4
9;230.0;10.2;1;4
10;230.0;8.9;1;4
11;230.0;6.8;1;4
12;230.0;12.3;1;4
13;240.0;12.7;1;4
14;270.0;12.6;1;4
15;240.0;13.0;1;4
16;250.0;11.9;1;4
17;270.0;9.0;1;4
18;270.0;10.4;1;4
19;270.0;10.6;1;4
20;280.0;8.5;1;4
21;280.0;9.2;1;4
22;280.0;8.8;1;4
23;290.0;8.1;1;4
0;290.0;8.7;1;5
1;290.0;11.2;1;5
2;290.0;9.8;1;5
3;290.0;8.5;1;5
4;290.0;10.5;1;5
5;290.0;10.5;1;5
6;300.0;8.1;1;5
7;300.0;9.1;1;5
8;300.0;9.6;1;5
9;300.0;10.4;1;5
10;290.0;8.4;1;5
11;300.0;9.4;1;5
12;290.0;7.8;1;5
13;290.0;5.1;1;5
14;300.0;7.5;1;5
15;290.0;5.4;1;5
16;290.0;6.9;1;5
17;280.0;5.6;1;5
18;280.0;5.5;1;5
19;280.0;5.8;1;5
20;290.0;6.7;1;5
21;280.0;6.8;1;5
22;290.0;7.1;1;5
23;290.0;8.9;1;5
0;290.0;6.5;1;6
1;290.0;6.6;1;6
2;290.0;5.6;1;6
3;290.0;5.6;1;6
4;290.0;7.3;1;6
5;280.0;4.9;1;6
6;270.0;7.0;1;6
7;270.0;5.3;1;6
8;270.0;7.1;1;6
9;270.0;6.1;1;6
10;240.0;6.0;1;6
11;240.0;5.2;1;6
12;240.0;3.2;1;6
13;230.0;3.4;1;6
14;230.0;2.6;1;6
15;240.0;1.9;1;6
16;210.0;3.5;1;6
17;220.0;2.6;1;6
18;210.0;6.5;1;6
19;220.0;3.0;1;6
20;220.0;4.1;1;6
21;230.0;4.6;1;6
22;230.0;5.0;1;6
23;230.0;5.1;1;6
0;250.0;3.6;1;7
1;250.0;4.3;1;7
2;270.0;5.6;1;7
3;290.0;3.4;1;7
4;260.0;2.0;1;7
5;260.0;3.1;1;7
6;260.0;2.2;1;7
7;260.0;2.9;1;7
8;260.0;3.3;1;7
9;260.0;3.0;1;7
10;260.0;2.9;1;7
11;260.0;3.1;1;7
12;260.0;2.4;1;7
13;250.0;2.4;1;7
14;250.0;2.9;1;7
15;250.0;2.5;1;7
16;250.0;2.7;1;7
17;250.0;2.7;1;7
18;250.0;3.6;1;7
19;260.0;1.8;1;7
20;260.0;3.7;1;7
21;290.0;3.8;1;7
22;280.0;7.1;1;7
23;290.0;4.1;1;7
0;270.0;2.3;1;1
1;260.0;4.6;1;1
2;260.0;6.6;1;1
3;270.0;3.6;1;1
4;270.0;2.6;1;1
5;270.0;4.1;1;1
6;290.0;6.2;1;1
7;290.0;4.8;1;1
8;280.0;5.0;1;1
9;290.0;4.6;1;1
10;280.0;8.4;1;1
11;290.0;5.2;1;1
12;290.0;4.5;1;1
13;290.0;5.6;1;1
14;280.0;7.0;1;1
15;290.0;4.6;1;1
16;290.0;5.2;1;1
17;300.0;8.0;1;1
18;290.0;4.9;1;1
19;290.0;5.3;1;1
20;280.0;8.1;1;1
21;290.0;5.5;1;1
22;290.0;5.0;1;1
23;290.0;4.3;1;1
0;270.0;4.3;1;2
1;300.0;3.8;1;2
2;270.0;7.8;1;2
3;260.0;3.6;1;2
4;260.0;2.0;1;2
5;260.0;2.5;1;2
6;260.0;2.9;1;2
7;260.0;6.1;1;2
8;250.0;5.8;1;2
9;250.0;6.1;1;2
10;270.0;6.1;1;2
11;270.0;5.4;1;2
12;270.0;5.9;1;2
13;280.0;9.8;1;2
14;280.0;8.3;1;2
15;270.0;4.8;1;2
16;270.0;4.6;1;2
17;270.0;3.6;1;2
18;300.0;4.8;1;2
19;270.0;4.2;1;2
20;280.0;6.0;1;2
21;290.0;7.9;1;2
22;300.0;8.4;1;2
23;310.0;8.4;1;2
0;300.0;5.2;1;3
1;300.0;14.3;1;3
2;310.0;13.2;1;3
3;300.0;11.2;1;3
4;310.0;14.8;1;3
5;300.0;14.3;1;3
6;280.0;11.2;1;3
7;300.0;12.4;1;3
8;300.0;7.9;1;3
9;290.0;6.9;1;3
10;290.0;7.5;1;3
11;290.0;10.4;1;3
12;280.0;9.2;1;3
13;280.0;6.9;1;3
14;280.0;7.8;1;3
15;300.0;9.2;1;3
16;300.0;7.0;1;3
17;300.0;9.3;1;3
18;310.0;9.5;1;3
19;340.0;7.6;1;3
20;330.0;8.2;1;3
21;330.0;10.3;1;3
22;330.0;7.0;1;3
23;320.0;10.5;1;3
0;320.0;8.6;1;4
1;320.0;9.6;1;4
2;310.0;9.0;1;4
3;320.0;7.4;1;4
4;320.0;7.2;1;4
5;330.0;8.5;1;4
6;350.0;7.9;1;4
7;350.0;8.4;1;4
8;330.0;13.9;1;4
9;320.0;10.9;1;4
10;330.0;9.1;1;4
11;330.0;7.6;1;4
12;310.0;6.6;1;4
13;330.0;7.0;1;4
14;330.0;6.8;1;4
15;330.0;8.6;1;4
16;330.0;7.7;1;4
17;330.0;10.4;1;4
18;320.0;11.4;1;4
19;320.0;11.1;1;4
20;320.0;6.1;1;4
21;320.0;8.7;1;4
22;310.0;7.8;1;4
23;320.0;10.7;1;4
0;310.0;9.3;1;5
1;300.0;8.9;1;5
2;300.0;7.3;1;5
3;280.0;5.6;1;5
4;290.0;4.6;1;5
5;280.0;8.7;1;5
6;270.0;7.8;1;5
7;240.0;7.6;1;5
8;240.0;8.2;1;5
9;230.0;9.1;1;5
10;240.0;10.2;1;5
11;240.0;9.5;1;5
12;260.0;11.1;1;5
13;270.0;9.2;1;5
14;270.0;10.4;1;5
15;270.0;10.7;1;5
16;280.0;7.6;1;5
17;270.0;10.5;1;5
18;270.0;10.7;1;5
19;280.0;10.9;1;5
20;280.0;8.7;1;5
21;290.0;7.1;1;5
22;280.0;7.2;1;5
23;290.0;10.0;1;5
0;290.0;11.0;1;6
1;290.0;5.9;1;6
2;290.0;8.5;1;6
3;290.0;13.1;1;6
4;290.0;11.3;1;6
5;300.0;13.5;1;6
6;290.0;9.3;1;6
7;310.0;11.5;1;6
8;310.0;8.7;1;6
9;280.0;8.8;1;6
10;290.0;9.2;1;6
11;280.0;6.4;1;6
12;280.0;6.0;1;6
13;280.0;8.3;1;6
14;280.0;7.3;1;6
15;280.0;6.5;1;6
16;310.0;15.9;1;6
17;310.0;10.7;1;6
18;300.0;11.4;1;6
19;310.0;12.8;1;6
20;310.0;14.7;1;6
21;300.0;11.8;1;6
22;300.0;12.4;1;6
23;310.0;13.5;1;6
0;310.0;12.3;1;7
1;310.0;12.5;1;7
2;310.0;10.4;1;7
3;320.0;13.4;1;7
4;320.0;13.1;1;7
5;320.0;12.5;1;7
6;320.0;10.6;1;7
7;320.0;13.3;1;7
8;310.0;5.4;1;7
9;300.0;8.5;1;7
10;310.0;8.2;1;7
11;310.0;10.9;1;7
12;290.0;7.7;1;7
13;300.0;6.2;1;7
14;280.0;7.0;1;7
15;260.0;6.3;1;7
16;240.0;7.7;1;7
17;260.0;9.9;1;7
18;240.0;8.0;1;7
19;230.0;8.3;1;7
20;260.0;12.1;1;7
21;270.0;12.1;1;7
22;270.0;13.1;1;7
23;280.0;11.3;1;7
0;280.0;10.9;1;1
1;290.0;13.2;1;1
2;290.0;13.7;1;1
3;290.0;12.1;1;1
4;290.0;11.5;1;1
5;310.0;12.3;1;1
6;310.0;8.2;1;1
7;340.0;6.7;1;1
8;330.0;5.5;1;1
9;20.0;3.9;1;1
10;20.0;4.0;1;1
11;350.0;4.1;1;1
12;330.0;4.2;1;1
13;30.0;3.5;1;1
14;360.0;1.5;1;1
15;40.0;3.2;1;1
16;60.0;2.0;1;1
17;70.0;2.8;1;1
18;80.0;3.6;1;1
19;90.0;4.7;1;1
20;90.0;4.8;1;1
21;100.0;4.1;1;1
22;100.0;3.8;1;1
23;140.0;5.6;1;1
0;150.0;4.6;1;2
1;140.0;5.3;1;2
2;150.0;5.9;1;2
3;150.0;5.9;1;2
4;150.0;7.4;1;2
5;150.0;7.8;1;2
6;150.0;7.5;1;2
7;150.0;5.4;1;2
8;150.0;7.6;1;2
9;150.0;6.3;1;2
10;150.0;7.3;1;2
11;160.0;6.4;1;2
12;150.0;4.8;1;2
13;160.0;4.3;1;2
14;160.0;5.7;1;2
15;150.0;3.6;1;2
16;160.0;5.1;1;2
17;160.0;3.6;1;2
18;160.0;5.1;1;2
19;160.0;4.3;1;2
20;160.0;4.7;1;2
21;160.0;4.3;1;2
22;170.0;5.1;1;2
23;180.0;4.3;1;2
0;190.0;4.8;1;3
1;200.0;5.5;1;3
2;200.0;6.2;1;3
3;200.0;5.3;1;3
4;200.0;4.1;1;3
5;190.0;4.1;1;3
6;200.0;3.7;1;3
7;190.0;4.7;1;3
8;180.0;5.0;1;3
9;190.0;5.4;1;3
10;180.0;3.7;1;3
11;180.0;5.1;1;3
12;170.0;4.6;1;3
13;170.0;4.6;1;3
14;170.0;4.0;1;3
15;170.0;5.0;1;3
16;170.0;4.7;1;3
17;170.0;5.2;1;3
18;170.0;3.7;1;3
19;160.0;4.2;1;3
20;160.0;3.9;1;3
21;140.0;3.5;1;3
22;140.0;3.4;1;3
23;110.0;5.4;1;3
0;110.0;5.2;1;4
1;110.0;4.2;1;4
2;100.0;4.2;1;4
3;100.0;4.9;1;4
4;100.0;5.0;1;4
5;100.0;4.9;1;4
6;100.0;4.8;1;4
7;90.0;6.4;1;4
8;100.0;5.9;1;4
9;90.0;7.3;1;4
10;100.0;6.3;1;4
11;90.0;7.2;1;4
12;90.0;7.1;1;4
13;90.0;8.0;1;4
14;80.0;7.0;1;4
15;80.0;9.9;1;4
16;80.0;7.5;1;4
17;80.0;7.0;1;4
18;90.0;7.2;1;4
19;100.0;4.9;1;4
20;110.0;5.1;1;4
21;140.0;4.6;1;4
22;130.0;5.3;1;4
23;150.0;5.1;1;4
0;140.0;4.8;1;5
1;110.0;3.5;1;5
2;100.0;2.6;1;5
3;90.0;2.5;1;5
4;80.0;2.5;1;5
5;70.0;3.5;1;5
6;80.0;3.0;1;5
7;70.0;1.1;1;5
8;20.0;0.0;1;5
9;30.0;0.9;1;5
10;360.0;0.0;1;5
11;330.0;0.0;1;5
12;280.0;0.5;1;5
13;270.0;0.8;1;5
14;270.0;0.5;1;5
15;260.0;1.0;1;5
16;240.0;1.9;1;5
17;230.0;1.8;1;5
18;250.0;1.2;1;5
19;250.0;2.5;1;5
20;250.0;2.2;1;5
21;270.0;2.1;1;5
22;290.0;1.2;1;5
23;250.0;0.7;1;5
0;250.0;1.1;1;4
1;240.0;1.2;1;4
2;260.0;0.7;1;4
3;210.0;2.5;1;4
4;230.0;1.2;1;4
5;250.0;0.9;1;4
6;250.0;1.2;1;4
7;240.0;0.3;1;4
8;210.0;2.3;1;4
9;220.0;1.8;1;4
10;220.0;0.7;1;4
11;200.0;0.9;1;4
12;200.0;0.8;1;4
13;210.0;1.0;1;4
14;220.0;1.3;1;4
15;160.0;1.2;1;4
16;190.0;1.4;1;4
17;190.0;1.9;1;4
18;200.0;3.7;1;4
19;210.0;1.6;1;4
20;200.0;1.7;1;4
21;180.0;2.2;1;4
22;180.0;2.5;1;4
23;190.0;3.1;1;4
0;200.0;6.7;2;7
1;180.0;3.1;2;7
2;190.0;4.5;2;7
3;190.0;4.2;2;7
4;190.0;8.7;2;7
5;180.0;5.4;2;7
6;190.0;4.1;2;7
7;190.0;5.3;2;7
8;200.0;11.3;2;7
9;200.0;11.6;2;7
10;200.0;10.6;2;7
11;200.0;4.9;2;7
12;200.0;4.8;2;7
13;190.0;4.9;2;7
14;180.0;5.2;2;7
15;180.0;10.0;2;7
16;190.0;10.4;2;7
17;190.0;5.3;2;7
18;200.0;10.4;2;7
19;220.0;5.0;2;7
20;250.0;4.9;2;7
21;260.0;5.5;2;7
22;260.0;3.1;2;7
23;270.0;2.7;2;7
0;260.0;5.8;3;1
1;250.0;3.1;3;1
2;240.0;4.9;3;1
3;240.0;5.1;3;1
4;240.0;5.2;3;1
5;250.0;3.1;3;1
6;250.0;2.5;3;1
7;250.0;4.9;3;1
8;250.0;4.5;3;1
9;250.0;4.5;3;1
10;250.0;4.4;3;1
11;270.0;2.6;3;1
12;300.0;10.0;3;1
13;300.0;5.6;3;1
14;290.0;5.2;3;1
15;280.0;3.9;3;1
16;290.0;4.8;3;1
17;270.0;2.9;3;1
18;270.0;3.1;3;1
19;290.0;5.0;3;1
20;290.0;3.9;3;1
21;300.0;8.6;3;1
22;310.0;6.3;3;1
23;320.0;12.5;3;1
0;300.0;9.5;4;4
1;310.0;10.4;4;4
2;290.0;10.7;4;4
3;290.0;8.3;4;4
4;280.0;6.5;4;4
5;290.0;9.0;4;4
6;280.0;7.8;4;4
7;280.0;7.5;4;4
8;280.0;7.4;4;4
9;280.0;8.2;4;4
10;280.0;9.9;4;4
11;280.0;7.4;4;4
12;290.0;8.2;4;4
13;300.0;7.7;4;4
14;290.0;7.6;4;4
15;280.0;7.6;4;4
16;280.0;8.5;4;4
17;290.0;9.7;4;4
18;290.0;8.6;4;4
19;290.0;9.6;4;4
20;290.0;11.4;4;4
21;300.0;9.3;4;4
22;290.0;8.7;4;4
23;300.0;9.4;4;4
0;290.0;9.4;5;6
1;300.0;11.4;5;6
2;300.0;10.7;5;6
3;300.0;9.8;5;6
4;300.0;9.8;5;6
5;310.0;9.4;5;6
6;310.0;8.7;5;6
7;320.0;8.0;5;6
8;330.0;9.4;5;6
9;330.0;7.2;5;6
10;320.0;9.8;5;6
11;310.0;8.2;5;6
12;310.0;7.7;5;6
13;310.0;10.8;5;6
14;310.0;6.5;5;6
15;310.0;8.2;5;6
16;310.0;8.5;5;6
17;310.0;8.3;5;6
18;300.0;6.7;5;6
19;310.0;9.3;5;6
20;310.0;8.0;5;6
21;310.0;8.4;5;6
22;300.0;9.3;5;6
23;290.0;7.9;5;6
0;290.0;9.8;6;2
1;290.0;8.8;6;2
2;270.0;8.6;6;2
3;260.0;7.1;6;2
4;270.0;9.8;6;2
5;240.0;12.2;6;2
6;240.0;11.7;6;2
7;230.0;12.3;6;2
8;230.0;10.7;6;2
9;230.0;8.2;6;2
10;230.0;12.0;6;2
11;240.0;9.9;6;2
12;260.0;9.4;6;2
13;260.0;9.6;6;2
14;270.0;8.8;6;2
15;280.0;8.5;6;2
16;300.0;9.7;6;2
17;330.0;7.4;6;2
18;330.0;9.3;6;2
19;320.0;10.8;6;2
20;320.0;9.6;6;2
21;330.0;11.0;6;2
22;330.0;9.5;6;2
23;330.0;9.8;6;2
0;320.0;10.0;7;4
1;320.0;12.2;7;4
2;320.0;11.0;7;4
3;320.0;7.4;7;4
4;320.0;10.3;7;4
5;330.0;8.6;7;4
6;330.0;6.9;7;4
7;340.0;7.2;7;4
8;340.0;7.5;7;4
9;340.0;10.1;7;4
10;340.0;8.1;7;4
11;340.0;9.3;7;4
12;340.0;6.9;7;4
13;340.0;7.8;7;4
14;350.0;8.9;7;4
15;350.0;7.8;7;4
16;350.0;6.9;7;4
17;360.0;7.0;7;4
18;350.0;7.1;7;4
19;350.0;7.9;7;4
20;350.0;8.9;7;4
21;350.0;7.9;7;4
22;20.0;7.4;7;4
23;350.0;7.4;7;4
0;360.0;7.8;8;7
1;10.0;7.0;8;7
2;350.0;6.7;8;7
3;20.0;7.0;8;7
4;360.0;6.3;8;7
5;20.0;6.5;8;7
6;340.0;5.6;8;7
7;340.0;5.5;8;7
8;350.0;4.9;8;7
9;340.0;2.8;8;7
10;330.0;5.0;8;7
11;340.0;3.5;8;7
12;320.0;2.6;8;7
13;340.0;1.3;8;7
14;330.0;0.8;8;7
15;320.0;1.4;8;7
16;300.0;1.3;8;7
17;320.0;0.8;8;7
18;290.0;1.3;8;7
19;250.0;1.0;8;7
20;260.0;1.6;8;7
21;260.0;2.8;8;7
22;270.0;3.0;8;7
23;280.0;2.5;8;7
0;290.0;1.8;9;3
1;290.0;4.9;9;3
2;280.0;2.6;9;3
3;290.0;3.9;9;3
4;270.0;1.5;9;3
5;270.0;3.2;9;3
6;270.0;3.9;9;3
7;250.0;2.9;9;3
8;250.0;3.9;9;3
9;250.0;5.8;9;3
10;240.0;1.7;9;3
11;240.0;3.4;9;3
12;240.0;3.7;9;3
13;240.0;4.3;9;3
14;230.0;4.5;9;3
15;240.0;4.8;9;3
16;240.0;5.2;9;3
17;230.0;5.8;9;3
18;230.0;5.5;9;3
19;240.0;6.1;9;3
20;250.0;5.5;9;3
21;240.0;5.5;9;3
22;240.0;4.2;9;3
23;240.0;5.1;9;3
0;230.0;5.7;10;5
1;230.0;5.5;10;5
2;240.0;6.4;10;5
3;240.0;4.0;10;5
4;230.0;6.5;10;5
5;230.0;7.0;10;5
6;230.0;7.3;10;5
7;220.0;6.5;10;5
8;220.0;5.1;10;5
9;210.0;9.9;10;5
10;220.0;6.0;10;5
11;210.0;10.6;10;5
12;210.0;12.9;10;5
13;210.0;7.0;10;5
14;200.0;12.8;10;5
15;200.0;6.5;10;5
16;190.0;7.7;10;5
17;190.0;8.6;10;5
18;200.0;8.1;10;5
19;190.0;14.2;10;5
20;210.0;8.6;10;5
21;210.0;8.2;10;5
22;210.0;7.9;10;5
23;200.0;14.4;10;5
0;200.0;7.5;11;1
1;200.0;7.8;11;1
2;200.0;6.9;11;1
3;210.0;7.5;11;1
4;200.0;13.2;11;1
5;200.0;5.9;11;1
6;190.0;6.3;11;1
7;190.0;11.9;11;1
8;190.0;11.8;11;1
9;190.0;10.6;11;1
10;200.0;10.9;11;1
11;200.0;9.5;11;1
12;200.0;10.2;11;1
13;210.0;9.6;11;1
